fornecedor_id,fornecedor,registros,valor_total,quantidade_total,instituicoes,fornecedores,preco_ponderado
35997345000146,HOSPIDROGAS COMERCIO DE PRODUTOS HOSPITALARES LTDA,1179,45166259.1598,205154472.0,25,1,0.2201573220387806
09053134000226,ELFA MEDICAMENTOS S.A,42,45125152.15,788999.0,17,1,57.19291424957446
61190096000869,EUROFARMA LABORATORIOS S.A.,21,44956385.69,11827484.0,2,1,3.8010100618187264
01772798000233,MEDTRONIC COMERCIAL LTDA,88,43410205.67,1987.0,11,1,21847.1090437846
61363032000146,CHIESI FARMACEUTICA LTDA,29,43239289.042,71262980.0,11,1,0.6067566784605416
96827563000127,MEDISIL MEDICAMENTOS LTDA,246,41681667.75,46712848.0,7,1,0.8922955789379402
59309302000199,INJEX INDUSTRIAS CIRURGICAS LTDA,57,41462706.352,268712067.0,13,1,0.15430161665199799
12420164002109,CM HOSPITALAR S.A.,47,40761413.59,4963294.0,12,1,8.212572857864153
28911309000152,ESPIRITO SANTO DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,165,40716297.036,30463799.0,61,1,1.3365469302105097
06106005000180,STOCK MED S.A,483,40544203.2462,200798969.0,102,1,0.20191439950172255
94516671000234,CIRURGICA SANTA CRUZ COM. DE PRODUTOS HOSPITALARES LTDA.,237,39857109.5787,250392964.0,34,1,0.1591782330541045
08958628000297,ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,61,38798775.5092,9669493.0,5,1,4.012493261973508
04380569000180,J R G DISTRIBUIDORA DE MEDICAMENTOS HOSPITALARES LTDA,110,38625683.2988,57314305.0,13,1,0.6739274479346823
09192829000108,ATONS DO BRASIL DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,335,38442641.881,253861057.0,79,1,0.15143181996992944
08674752000140,CIRURGICA MONTEBELLO LTDA,1383,38263191.026,87912066.0,64,1,0.4352439064052937
23864942000113,UNIQUE DISTRIBUIDORA DE MEDICAMENTOS LTDA,189,37863823.045,73317003.0,34,1,0.5164398638198564
05675713000179,SUPERFIO COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA,93,37499212.48,28216328.0,8,1,1.328989813274073
43751565000113,RF PRODUTOS HOSPITALARES E ODONTOLOGICOS LTDA,259,37123338.78,15590845.0,10,1,2.381098572912501
00809672000142,FARMALIBRA COMERCIO DE PRODUTOS HOSPITALARES LTDA,105,36609995.878,1655885.0,5,1,22.10902078224031
10269296000102,SEMEAR DISTRIBUIDORA LTDA,149,35950070.5419,44606325.0,26,1,0.805941097857759
01440590000136,FRESENIUS MEDICAL CARE LTDA,3,35713708.0,2607600.0,2,1,13.696007056296978
11034934000160,NDS DISTRIBUIDORA DE MEDICAMENTOS LTDA,457,35407861.9007,319904106.0,42,1,0.11068273659701011
37140339000101,A.L.V. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,24,34684028.28,529358.0,3,1,65.52092965441157
30584194000180,CROMO COMERCIO E DISTRIBUICAO DE MATERIAIS ODONTO-MEDICO HOSPITALARES LTDA.,12,34368450.185,149649017.0,8,1,0.2296603804955164
49324221000104,FRESENIUS KABI BRASIL LTDA.,93,33918841.2001,9034920.0,25,1,3.7541938611631314
64533797000175,VOLPI DISTRIBUIDORA DE DROGAS LTDA,32,33722568.5,94293747.0,9,1,0.3576331365853984
