fabricante_id,fabricante,ocorrencias,rotulo
14821008000123,MASTERS SPECIALITY PHARMA LTDA,8,MASTERS SPECIALITY PHARM [M1117]
14829598000130,HERBAMED LABORATORIO NUTRACEUTICO LTDA,7,HERBAMED LABORATORIO NUT [M1118]
14829987000166,OLTRAMED COMERCIO DE PRODUTOS MEDICOS LTDA,2,OLTRAMED COMERCIO DE PRO [M1119]
14980182000119,QUALITY MOVEIS INDUSTRIA E COMERCIO LTDA,1,QUALITY MOVEIS INDUSTRIA [M1120]
15031173000144,MERCANTIL BARRETO COMERCIAL DE PRODUTOS HOSPITALARES E SUPRIMENTOS LTDA,1,MERCANTIL BARRETO COMERC [M1121]
15058160000169,NUTRIEX INDUSTRIA DE COSMETICOS LTDA,309,NUTRIEX INDUSTRIA DE COS [M1122]
15068359000178,CAPSUGEL BRASIL IMPORTACAO E DISTRIBUICAO DE INSUMOS FARMACEUTICOS E ALIMENTOS LTDA,2,CAPSUGEL BRASIL IMPORTAC [M1123]
15077221000135,GENOVA INDUSTRIA E COMERCIO DE EPI LTDA EM RECUPERACAO JUDICIAL,1,GENOVA INDUSTRIA E COMER [M1124]
15107246000134,MUCAMBO S/A,10,MUCAMBO S/A [M1125]
15107246001700,MUCAMBO S/A,3,MUCAMBO S/A [M1126]
15127898000130,MUNDIPHARMA BRASIL PRODUTOS MEDICOS E FARMACEUTICOS LTDA.,97,MUNDIPHARMA BRASIL PRODU [M1127]
15183098000137,INDEBA INDUSTRIA E COMERCIO LTDA,3,INDEBA INDUSTRIA E COMER [M1128]
15229391000198,SAFRA INDUSTRIA E COMERCIO DE ALCOOL PARA USO DOMESTICO LTDA,31,SAFRA INDUSTRIA E COMERC [M1129]
15260152000109,FLOR DI JADE COSMETICOS E PERFUMARIA LTDA,1,FLOR DI JADE COSMETICOS  [M1130]
15331924000148,DESEMATEC MOVEIS HOSPITALARES LTDA,1,DESEMATEC MOVEIS HOSPITA [M1131]
15336405000172,NGM REPRESENTACOES COMERCIAIS LTDA,1,NGM REPRESENTACOES COMER [M1132]
15346274000104,HOSPLAB PRODUTOS HOSPITALARES E LABORATORIAL LTDA,2,HOSPLAB PRODUTOS HOSPITA [M1133]
15361478000114,ALFAMA INDUSTRIA E COMERCIO DE DESCARTAVEIS LTDA,11,ALFAMA INDUSTRIA E COMER [M1134]
15383818000108,LUVIX COMERCIO IMPORTACAO E EXPORTACAO SA,26,LUVIX COMERCIO IMPORTACA [M1135]
15392876000106,SAVOY INDUSTRIA DE COSMETICOS S.A.,1,SAVOY INDUSTRIA DE COSME [M1136]
15456627000129,HIDRATE IND E COM DE PRODUTOS FARMACEUTICOS LTDA,1,HIDRATE IND E COM DE PRO [M1137]
15652520000156,NATUBRAS INDUSTRIA E COMERCIO DE PRODUTOS NATURAIS LTDA,186,NATUBRAS INDUSTRIA E COM [M1138]
15652912000115,INFUSAO HOSPITALAR LTDA,8,INFUSAO HOSPITALAR LTDA [M1139]
15670288000189,GILEAD SCIENCES FARMACEUTICA DO BRASIL LTDA,14,GILEAD SCIENCES FARMACEU [M1140]
15772566000109,L.D. FARMACEUTICA LTDA,2,L.D. FARMACEUTICA LTDA [M1141]
15800545000150,ABBVIE FARMACEUTICA LTDA.,90,ABBVIE FARMACEUTICA LTDA [M1142]
15822337000151,RESGATEX LTDA,197,RESGATEX LTDA [M1143]
16100973000132,NUTIVIT SUPLEMENTOS ALIMENTARES LTDA,50,NUTIVIT SUPLEMENTOS ALIM [M1144]
16100973000213,NUTIVIT SUPLEMENTOS ALIMENTARES LTDA,4,NUTIVIT SUPLEMENTOS ALIM [M1145]
16482201000102,ATOS MEDICAL BRASIL - COMERCIO E DISTRIBUICAO DE PRODUTOS MEDICO-HOSPITALARES LTDA.,10,ATOS MEDICAL BRASIL - CO [M1146]
16516296000138,LABTEST DIAGNOSTICA S/A,98,LABTEST DIAGNOSTICA S/A [M1147]
16629968000111,MAGACHO IMPORTACAO & EXPORTACAO LTDA,1,MAGACHO IMPORTACAO & EXP [M1148]
16647278000195,PARAMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,2,PARAMED DISTRIBUIDORA DE [M1149]
16656144000130,D M IMAGEM - COMERCIO DE PRODUTOS HOSPITALARES E SERVICOS DE EQUIPAMENTOS LTDA,1,D M IMAGEM - COMERCIO DE [M1150]
16686340000158,CRIS BELLA FARMACIA E MANIPULACAO LTDA,13,CRIS BELLA FARMACIA E MA [M1151]
16705291000153,PHITO FORMULAS - NUCLEO DE PESQUISA FARMACEUTICA LTDA,5,PHITO FORMULAS - NUCLEO  [M1152]
16741684000112,UNICENTER PHARMA INDUSTRIA E COMERCIO LTDA.,19,UNICENTER PHARMA INDUSTR [M1153]
16754226000118,HYGIELINE INDUSTRIA E COMERCIO LTDA,4,HYGIELINE INDUSTRIA E CO [M1154]
16800585000164,WAGNER DONALDO LOUZADA,4,WAGNER DONALDO LOUZADA [M1155]
16833189000133,"E.V.A. SOLUCOES - IMPORTACAO, INDUSTRIA E COMERCIO LTDA",3,E.V.A. SOLUCOES - IMPORT [M1156]
16847018000163,THN NUTRICAO E SAUDE LTDA,37,THN NUTRICAO E SAUDE LTD [M1157]
16970346000152,YLLER BIOMATERIAIS S.A.,12,YLLER BIOMATERIAIS S.A. [M1158]
16987597000140,ALLOXY ESPECIALIDADES QUIMICAS LTDA,2,ALLOXY ESPECIALIDADES QU [M1159]
17010735000107,DERMATOFLORA LTDA,4,DERMATOFLORA LTDA [M1160]
17039142000165,OLIMEDIC INDUSTRIA E COMERCIO DE MOVEIS HOSPITALARES LTDA,6,OLIMEDIC INDUSTRIA E COM [M1161]
17099395000124,MAX PRODUTOS HOSPITALARES LTDA,3,MAX PRODUTOS HOSPITALARE [M1162]
17102448000208,SOOLIS NUTRACEUTICA INDUSTRIA E COMERCIO LTDA,52,SOOLIS NUTRACEUTICA INDU [M1163]
17115437000173,LABORATORIO GLOBO SA,1153,LABORATORIO GLOBO SA [M1164]
17152616000180,"BRASIL MED CARE IMPORTACAO, EXPORTACAO, COMERCIO E DISTRIBUICAO LTDA.",37,BRASIL MED CARE IMPORTAC [M1165]
17159229000176,LABORATORIO TEUTO BRASILEIRO S/A,13040,LABORATORIO TEUTO BRASIL [M1166]
17159229000257,LABORATORIO TEUTO BRASILEIRO S/A,286,LABORATORIO TEUTO BRASIL [M1167]
17159229000842,LABORATORIO TEUTO BRASILEIRO S/A,1011,LABORATORIO TEUTO BRASIL [M1168]
17164113000125,PRIME INSTRUMENTOS CIRURGICOS LTDA,37,PRIME INSTRUMENTOS CIRUR [M1169]
17172874000129,PREMIUM COMERCIAL LTDA,12,PREMIUM COMERCIAL LTDA [M1170]
17174657000178,HYPOFARMA INSTITUTO DE HYPODERMIA E FARMACIA LTDA,5937,HYPOFARMA INSTITUTO DE H [M1171]
17174657000844,HYPOFARMA INSTITUTO DE HYPODERMIA E FARMACIA LTDA,123,HYPOFARMA INSTITUTO DE H [M1172]
17252670000106,VITALMEDICA DISTRIBUIDORA DE MOVEIS E EQUIPAMENTOS HOSPITALARES LTDA,116,VITALMEDICA DISTRIBUIDOR [M1173]
17256512000116,DROGARIA ARAUJO S A,13,DROGARIA ARAUJO S A [M1174]
17299140000105,EASELABS LABORATORIO FARMACEUTICO LTDA.,7,EASELABS LABORATORIO FAR [M1175]
17318477000112,FORTCLEAN SERVICOS DE APOIO ADMINISTRATIVO LTDA,10,FORTCLEAN SERVICOS DE AP [M1176]
17382714000104,ARBRA COMERCIO & INDUSTRIA DE PLASTICOS LTDA,1,ARBRA COMERCIO & INDUSTR [M1177]
17405589000100,"W AHMED COMERCIO, IMPORTACAO E EXPORTACAO DE ARTIGOS DE CUTELARIA",23,"W AHMED COMERCIO, IMPORT [M1178]"
17406286000102,MAIS SAUDE MATERIAL HOSPITALAR LTDA,3,MAIS SAUDE MATERIAL HOSP [M1179]
17440261000125,MYRALIS INDUSTRIA FARMACEUTICA LTDA,175,MYRALIS INDUSTRIA FARMAC [M1180]
17470182000167,L'AROMATIC INDUSTRIA COMERCIO EXPORTACAO E IMPORTACAO E SERVICOS LTDA,2,L'AROMATIC INDUSTRIA COM [M1181]
17513528000167,TOCARE INDUSTRIA E COMERCIO DE PRODUTOS MEDICOS S/A,4,TOCARE INDUSTRIA E COMER [M1182]
17540801000223,NATURELLCAPS LTDA,1,NATURELLCAPS LTDA [M1183]
17545961000184,ICARAI DO BRASIL INDUSTRIA QUIMICA LTDA,23,ICARAI DO BRASIL INDUSTR [M1184]
17562075000169,CIFARMA CIENTIFICA FARMACEUTICA LTDA,534,CIFARMA CIENTIFICA FARMA [M1185]
17562075000320,CIFARMA CIENTIFICA FARMACEUTICA LTDA,225,CIFARMA CIENTIFICA FARMA [M1186]
17602864000186,DELTA INDUSTRIA E COMERCIO LTDA,80,DELTA INDUSTRIA E COMERC [M1187]
17602891000159,ALLPLAN PRODUTOS ODONTOLOGICOS LTDA,56,ALLPLAN PRODUTOS ODONTOL [M1188]
17625281000170,CELGENE BRASIL PRODUTOS FARMACEUTICOS LTDA.,19,CELGENE BRASIL PRODUTOS  [M1189]
17631154000184,ORION FARMACEUTICA LTDA,1,ORION FARMACEUTICA LTDA [M1190]
17634786000100,"DR IMPORTACAO, EXPORTACAO E DISTRIBUICAO LTDA",3,"DR IMPORTACAO, EXPORTACA [M1191]"
17723828000170,ANGELO BENEDITO MARINHO EQUIPAMENTOS,1,ANGELO BENEDITO MARINHO  [M1192]
17724560000191,LIANE YUKI KOYAMA MATSUMOTO - FARMACIA,3,LIANE YUKI KOYAMA MATSUM [M1193]
17739128000174,FARMACIA DE MANIPULACAO DE ALAGOAS LTDA,9,FARMACIA DE MANIPULACAO  [M1194]
17757544000103,JOSE LUIZ P. C. SPACCA,29,JOSE LUIZ P. C. SPACCA [M1195]
17845667000198,BR HOMMED COMERCIO DE MATERIAIS MEDICOS LTDA,2,BR HOMMED COMERCIO DE MA [M1196]
17875154000120,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.,2086,MEDQUIMICA INDUSTRIA FAR [M1197]
17875154000391,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.,1387,MEDQUIMICA INDUSTRIA FAR [M1198]
17892706000108,GLOBAL COMERCIAL LTDA,24,GLOBAL COMERCIAL LTDA [M1199]
17910389000105,PHS DO BRASIL LTDA,1,PHS DO BRASIL LTDA [M1200]
17910635000129,AVENCA INDUSTRIA COSMETICA LTDA,1,AVENCA INDUSTRIA COSMETI [M1201]
17914845000195,ALTEVIR AUGUSTO DEMBINSKI,1,ALTEVIR AUGUSTO DEMBINSK [M1202]
17926587000167,ABA INDUSTRIA E COMERCIO DE DESCARTAVEIS LTDA,4,ABA INDUSTRIA E COMERCIO [M1203]
17935938000104,MAXX INDUSTRIA E COMERCIO DE PAPEL LTDA,6,MAXX INDUSTRIA E COMERCI [M1204]
17958115000196,SOLQUIMICA INDUSTRIA QUIMICA E FARMACEUTICA LTDA,4,SOLQUIMICA INDUSTRIA QUI [M1205]
17979679000105,A L DALCIN PIRES DROGARIA,1,A L DALCIN PIRES DROGARI [M1206]
18031325000105,I. S. COSTA CENTRAL TELEMEDICINA LTDA,50,I. S. COSTA CENTRAL TELE [M1207]
18136904000104,GUILHERME XAVIER PIVA LTDA,1,GUILHERME XAVIER PIVA LT [M1208]
18252904000170,"HEALTH CARE & DUBEBE COMERCIO, IMPORTACAO, EXPORTACAO DE PRODUTOS DE HIGIENE PESSOAL, COSMETICOS E PERFUMARIA LTDA",10,HEALTH CARE & DUBEBE COM [M1209]
18258209000115,CIRURGICA CERON IMPORTADORA E EXPORTADORA DE EQUIPAMENTOS HOSPITALARES E VETERINARIOS LTDA,12,CIRURGICA CERON IMPORTAD [M1210]
18268051000164,CIPLA BRASIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA.,21,CIPLA BRASIL IMPORTADORA [M1211]
18269125000187,BIOHOSP PRODUTOS HOSPITALARES SA,3,BIOHOSP PRODUTOS HOSPITA [M1212]
18311257000120,AGIR INDUSTRIA E COMERCIO LTDA,3,AGIR INDUSTRIA E COMERCI [M1213]
18324343000177,BELFAR LTDA,3197,BELFAR LTDA [M1214]
18344665000188,MR SAFETY TECHNOLOGY LTDA,1,MR SAFETY TECHNOLOGY LTD [M1215]
18386337000144,SILVENINA UNIFORMES LTDA,3,SILVENINA UNIFORMES LTDA [M1216]
18406044000181,PRIMUS FULIARO MEDICAMENTOS E PERFUMARIA LTDA,1,PRIMUS FULIARO MEDICAMEN [M1217]
18429007000199,SOLIDSTEEL INDUSTRIA E COMERCIO DE EQUIPAMENTOS LABORATORIAIS LTDA,31,SOLIDSTEEL INDUSTRIA E C [M1218]
18459628000115,BAYER S.A.,1010,BAYER S.A. [M1219]
18459628009767,BAYER S.A.,34,BAYER S.A. [M1220]
18466544000109,PROTECTOR PRODUTOS HOSPITALARES LTDA,38,PROTECTOR PRODUTOS HOSPI [M1221]
18467132000193,"RCS COMERCIO, SERVICOS, REPARACAO DE PRODUTOS HOSPITALARES LTDA",1,"RCS COMERCIO, SERVICOS,  [M1222]"
18520715000130,SCAN DIAGNOSTICA INDUSTRIA E COMERCIO LTDA,33,SCAN DIAGNOSTICA INDUSTR [M1223]
18575413000160,FRANCEFARMA INDUSTRIA DE COSMETICOS LTDA,12,FRANCEFARMA INDUSTRIA DE [M1224]
18625083000170,SUL MINAS INDUSTRIA E COMERCIO DE CONFECCOES LTDA,2,SUL MINAS INDUSTRIA E CO [M1225]
18688481000135,BRAVIR INDUSTRIAL LTDA,5,BRAVIR INDUSTRIAL LTDA [M1226]
18702558000184,A FAVARIN DISTRIBUIDORA LTDA,7,A FAVARIN DISTRIBUIDORA  [M1227]
18712730000180,WILL COMERCIAL LTDA,1,WILL COMERCIAL LTDA [M1228]
18747319000140,TOTAL MEDICAL BRASIL INDUSTRIA E COMERCIO DE PRODUTOS MEDICO-HOSPITALARES LTDA,24,TOTAL MEDICAL BRASIL IND [M1229]
18770390000144,FRALDASUL INDUSTRIA E COMERCIO DE PRODUTOS HIGIENICOS LTDA,55,FRALDASUL INDUSTRIA E CO [M1230]
18774815000193,AMGEN BIOTECNOLOGIA DO BRASIL LTDA.,229,AMGEN BIOTECNOLOGIA DO B [M1231]
18834914000113,NOVA OGP INDUSTRIA E COMERCIO LTDA,10,NOVA OGP INDUSTRIA E COM [M1232]
18842124000180,"MJS INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO LTDA",59,"MJS INDUSTRIA, COMERCIO, [M1233]"
18964366000146,RONDOLAB COMERCIO E SERVICOS LTDA,36,RONDOLAB COMERCIO E SERV [M1234]
18974315000103,DOMAX SERVICOS ADMINISTRATIVOS LTDA,14,DOMAX SERVICOS ADMINISTR [M1235]
19006720000192,KASMED IMPORTACAO E COMERCIO LTDA,54,KASMED IMPORTACAO E COME [M1236]
19031878000112,AUTOMX SOLUCOES LTDA,3,AUTOMX SOLUCOES LTDA [M1237]
19036346000178,LMF COMERCIO LTDA,1,LMF COMERCIO LTDA [M1238]
19086670000109,DICOREL DISTRIBUIDORA DE MEDICAMENTOS LTDA,239,DICOREL DISTRIBUIDORA DE [M1239]
19136432000152,EXELTIS LABORATORIO FARMACEUTICO LTDA,42,EXELTIS LABORATORIO FARM [M1240]
19316473000120,BERNIERI & CIA LTDA,6,BERNIERI & CIA LTDA [M1241]
19338456000194,ALFRS INDUSTRIA DE MOVEIS LTDA,10,ALFRS INDUSTRIA DE MOVEI [M1242]
19349009000130,BD DISTRIBUIDORA DE MEDICAMENTOS E MATERIAIS HOSPITALARES LTDA,19,BD DISTRIBUIDORA DE MEDI [M1243]
19391064000199,LUVERMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,4,LUVERMED DISTRIBUIDORA D [M1244]
19400787000107,QUIBASA QUIMICA BASICA LTDA,17,QUIBASA QUIMICA BASICA L [M1245]
19426695000104,ANOVIS INDUSTRIAL FARMACEUTICA LTDA.,11,ANOVIS INDUSTRIAL FARMAC [M1246]
19444651000107,K.S. ARTIGOS ESPORTIVOS LTDA,2,K.S. ARTIGOS ESPORTIVOS  [M1247]
19498639000177,BERTA INDUSTRIA E COMERCIO DE FRALDAS LTDA,8,BERTA INDUSTRIA E COMERC [M1248]
19501429000190,MAWDSLEYS PHARMACEUTICALS DO BRASIL LTDA,108,MAWDSLEYS PHARMACEUTICAL [M1249]
19525260000109,COMPANHIA MANUFATORA DE TECIDOS DE ALGODAO,1,COMPANHIA MANUFATORA DE  [M1250]
19568801000186,SUGBEM - INDUSTRIA E COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA,2,SUGBEM - INDUSTRIA E COM [M1251]
19570720000110,HIPOLABOR FARMACEUTICA LTDA,11584,HIPOLABOR FARMACEUTICA L [M1252]
19570720000382,HIPOLABOR FARMACEUTICA LTDA,2171,HIPOLABOR FARMACEUTICA L [M1253]
19570720000706,HIPOLABOR FARMACEUTICA LTDA,3844,HIPOLABOR FARMACEUTICA L [M1254]
19585158000107,CARDINAL HEALTH DO BRASIL LTDA.,6,CARDINAL HEALTH DO BRASI [M1255]
19585186000116,BIONORICA DO BRASIL DISTRIBUICAO E IMPORTACAO LTDA,1,BIONORICA DO BRASIL DIST [M1256]
19597091000112,INOVVA PRODUTOS E SERVICOS LTDA,23,INOVVA PRODUTOS E SERVIC [M1257]
19632287000109,NEURO TECNOLOGIA DA AMERICA LATINA IMPORTACAO E EXPORTACAO LTDA.,6,NEURO TECNOLOGIA DA AMER [M1258]
19691725000100,SERRAMED PRODUTOS HOSPITALARES LTDA,1,SERRAMED PRODUTOS HOSPIT [M1259]
19785901000164,J2 TEXTIL INDUSTRIA E COMERCIO DE CONFECCOES LTDA,1,J2 TEXTIL INDUSTRIA E CO [M1260]
19791813000175,LABORATORIOS OSORIO DE MORAES LTDA,302,LABORATORIOS OSORIO DE M [M1261]
19825968000185,PALMARES TRADE IMPORTACAO E EXPORTACAO LTDA,28,PALMARES TRADE IMPORTACA [M1262]
19844928000180,ERIMED INDUSTRIA E COMERCIO DE PRODUTOS PARA SAUDE LTDA,13,ERIMED INDUSTRIA E COMER [M1263]
19848316000166,BIOMEDICAL PRODUTOS CIENTIFICOS MEDICOS E HOSPITALARES S A,16,BIOMEDICAL PRODUTOS CIEN [M1264]
19858683000140,LIMAFARMA DROGARIA LTDA,1,LIMAFARMA DROGARIA LTDA [M1265]
19860927000120,LIBUS DO BRASIL EQUIPAMENTOS LTDA,1,LIBUS DO BRASIL EQUIPAME [M1266]
19880964000108,ALL LAB COMERCIAL LTDA,15,ALL LAB COMERCIAL LTDA [M1267]
19933144000129,"QR CONSULTING, IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICOS LTDA",39,"QR CONSULTING, IMPORTACA [M1268]"
19933651000162,CPOH IMPORTADORA ODONTO-HOSPITALAR LTDA,2,CPOH IMPORTADORA ODONTO- [M1269]
19944613000105,FARIA EVANGELISTA HOSPITALAR LTDA,3,FARIA EVANGELISTA HOSPIT [M1270]
19972628000187,FACILIMPE COMERCIO DE PRODUTOS DE LIMPEZA EM GERAL LTDA.,89,FACILIMPE COMERCIO DE PR [M1271]
19973704000179,ORTOFEX INDUSTRIA E COMERCIO DE APARELHOS MEDICOS E ORTOPEDICOS LTDA,253,ORTOFEX INDUSTRIA E COME [M1272]
20140256000101,IMPERIAL COMERCIO DE PRODUTOS HOSPITALARES LTDA,3,IMPERIAL COMERCIO DE PRO [M1273]
20180587000175,2I PRODUTOS ODONTOLOGICOS E MEDICO HOSPITALARES S.A. EM RECUPERACAO JUDICIAL,48,2I PRODUTOS ODONTOLOGICO [M1274]
20227117000110,SP HEALTH INDUSTRIA E COMERCIO LTDA,35,SP HEALTH INDUSTRIA E CO [M1275]
20235404000171,DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA,1,DCB DISTRIBUIDORA CIRURG [M1276]
20258278000170,OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.,1,OURO FINO SAUDE ANIMAL P [M1277]
20259895000190,MEDPRO COMERCIO DE PRODUTOS HOSPITALARES LTDA,1,MEDPRO COMERCIO DE PRODU [M1278]
20264948000161,BIOANALITICA DIAGNOSTICA S/A,83,BIOANALITICA DIAGNOSTICA [M1279]
20273404000166,BIODIAG DIAGNOSTICA E HOSPITALAR LTDA,1,BIODIAG DIAGNOSTICA E HO [M1280]
20371330000109,"MUNDI EQUIPAMENTOS MEDICOS, ODONTOLOGICOS E VETERINARIOS LTDA",1,MUNDI EQUIPAMENTOS MEDIC [M1281]
20399316000105,"TECHPROL SERVICOS, COMERCIO E LOCACOES LTDA",12,"TECHPROL SERVICOS, COMER [M1282]"
20444829000190,CMED DISTRIBUIDORA LTDA,1,CMED DISTRIBUIDORA LTDA [M1283]
20451726000239,SALUTEM COMERCIO DE MOVEIS HOSPITALARES LTDA,15,SALUTEM COMERCIO DE MOVE [M1284]
20453993000326,SANITAS MOVEIS LTDA,1,SANITAS MOVEIS LTDA [M1285]
20480457000158,MAXI CONFORT IMPORTACAO E EXPORTACAO LTDA,92,MAXI CONFORT IMPORTACAO  [M1286]
20512546000139,HEALTH & LIFE MEDICAL DO BRASIL LTDA,7,HEALTH & LIFE MEDICAL DO [M1287]
20541898000112,MEDICAL LOG COMERCIO E INDUSTRIA DE PRODUTOS MEDICOS LTDA,14,MEDICAL LOG COMERCIO E I [M1288]
20599845000152,MARIO MEDICAL COMERCIO DE MATERIAL HOSPITALAR LTDA,4,MARIO MEDICAL COMERCIO D [M1289]
20627681000120,CENTER DENT SERVICO DE PROTESE DENTARIA LTDA,2,CENTER DENT SERVICO DE P [M1290]
20648835000160,AG COMERCIO DE PRODUTOS PARA LABORATORIO LTDA,1,AG COMERCIO DE PRODUTOS  [M1291]
20669174000159,"K2 INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO LTDA",6,"K2 INDUSTRIA, COMERCIO,  [M1292]"
20920517000106,MRM HOSPITALAR LTDA,3,MRM HOSPITALAR LTDA [M1293]
20983334000130,CERA LUMINOSA INDUSTRIA E COMERCIO LTDA,3,CERA LUMINOSA INDUSTRIA  [M1294]
20995679000103,MC MURA PEREIRA COMERCIO DE PRODUTOS FARMACEUTICOS,2,MC MURA PEREIRA COMERCIO [M1295]
21008058000151,FERNANDO UNIFORMES LTDA,12,FERNANDO UNIFORMES LTDA [M1296]
21043162000187,BIOTECHMAX HOSPITALAR LTDA,47,BIOTECHMAX HOSPITALAR LT [M1297]
21129833000127,T M DANTAS LTDA,2,T M DANTAS LTDA [M1298]
21172673000107,ERS INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE E LIMPEZA S.A,74,ERS INDUSTRIA E COMERCIO [M1299]
21196966000116,SOLIDA HOSPITALAR - DISTRIBUIDORA DE MATERIAL HOSPITALAR LTDA,164,SOLIDA HOSPITALAR - DIST [M1300]
21284068000110,FARMATEX DO BRASIL S/A,124,FARMATEX DO BRASIL S/A [M1301]
21324430000139,CERQUEIRA COMERCIO LTDA,14,CERQUEIRA COMERCIO LTDA [M1302]
21551379000106,BECTON DICKINSON INDUSTRIAS CIRURGICAS LTDA,83,BECTON DICKINSON INDUSTR [M1303]
21551379000874,BECTON DICKINSON INDUSTRIAS CIRURGICAS LTDA,1,BECTON DICKINSON INDUSTR [M1304]
21551379001331,BECTON DICKINSON INDUSTRIAS CIRURGICAS LTDA,27,BECTON DICKINSON INDUSTR [M1305]
21552695000194,MEDICAL SIL COMERCIO DE EQUIPAMENTOS ODONTO MEDICO HOSPITALAR LTDA,1,MEDICAL SIL COMERCIO DE  [M1306]
21555008000194,S A FABRICA DE TECIDOS SAO JOAO EVANGELISTA,28,S A FABRICA DE TECIDOS S [M1307]
21559832000112,BELLOBELLA INDUSTRIA DE COSMETICOS LTDA,16,BELLOBELLA INDUSTRIA DE  [M1308]
21579468000152,"TEKMARKET INDUSTRIA, COMERCIO E SERVICOS LTDA",3,"TEKMARKET INDUSTRIA, COM [M1309]"
21581445000182,ALTAMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,33,ALTAMED DISTRIBUIDORA DE [M1310]
21589394000135,IMPERIO INDUSTRIA E COMERCIO DE BANDEIRAS LTDA,5,IMPERIO INDUSTRIA E COME [M1311]
21689265000119,INDUSTRIA EVOXX LTDA,1,INDUSTRIA EVOXX LTDA [M1312]
21759758000188,FARMAX S.A.,305,FARMAX S.A. [M1313]
21763327000195,ANGELUS PRIMA DENTAL LTDA,25,ANGELUS PRIMA DENTAL LTD [M1314]
21798065000102,VERTEX FARMACEUTICA DO BRASIL LTDA.,4,VERTEX FARMACEUTICA DO B [M1315]
21810980000168,INNOVATIVE MEDICINES BRASIL SP DISTRIBUICAO DE MEDICAMENTOS LTDA,7,INNOVATIVE MEDICINES BRA [M1316]
21831246000185,TECH-SUL MEDICAL INDUSTRIA E COMERCIO LTDA,36,TECH-SUL MEDICAL INDUSTR [M1317]
21896000000191,PINT PHARMA PRODUTOS MEDICO-HOSPITALARES E FARMACEUTICOS LTDA,24,PINT PHARMA PRODUTOS MED [M1318]
21943845000190,INTERA COMERCIAL LTDA,1,INTERA COMERCIAL LTDA [M1319]
21983850000127,SAM MEDIC INDUSTRIA DE EQUIPAMENTOS HOSPITALARES LTDA,3,SAM MEDIC INDUSTRIA DE E [M1320]
21998885000130,MEDIPHACOS INDUSTRIAS MEDICAS S/A,1,MEDIPHACOS INDUSTRIAS ME [M1321]
22010816000139,ACTIVE INDUSTRIA DE COSMETICOS S.A.,43,ACTIVE INDUSTRIA DE COSM [M1322]
22010816000309,ACTIVE INDUSTRIA DE COSMETICOS S.A.,13,ACTIVE INDUSTRIA DE COSM [M1323]
22094574000109,HB SUL COMERCIO DE ALIMENTOS LTDA,2,HB SUL COMERCIO DE ALIME [M1324]
22094905000100,RF SOPRO E EMBALAGENS LTDA,2,RF SOPRO E EMBALAGENS LT [M1325]
22210354000101,PORTEX COMERCIO INTERNACIONAL LTDA,2,PORTEX COMERCIO INTERNAC [M1326]
22213299000103,BIO BRASIL CIENCIA E TECNOLOGIA S.A.,2,BIO BRASIL CIENCIA E TEC [M1327]
22291182000130,VITAMED COMERCIO E DISTRIBUIDORA DE MEDICAMENTOS LTDA,80,VITAMED COMERCIO E DISTR [M1328]
22315538000128,MLA SUPRIMENTOS MEDICOS SA,17,MLA SUPRIMENTOS MEDICOS  [M1329]
22332686000150,VLM PRODUTOS DESCARTAVEIS LTDA,7,VLM PRODUTOS DESCARTAVEI [M1330]
22391828000150,"INJET MED INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO DE PRODUTOS MEDICOS HOSPITALARES LTDA",27,"INJET MED INDUSTRIA, COM [M1331]"
22565307000172,ADVAGEN BIOTECH LTDA,131,ADVAGEN BIOTECH LTDA [M1332]
22575103000112,"6B INVENT GERMANY INOX CE - BRASIL, IMPORTACAO E EXPORTACAO LTDA",425,6B INVENT GERMANY INOX C [M1333]
22582799000104,MARCELO VIANA DE SOUZA,3,MARCELO VIANA DE SOUZA [M1334]
22635177000105,MEDICOM LTDA,4,MEDICOM LTDA [M1335]
22656836000181,KAIROS COMERCIO DE FRALDAS E CONFECCOES LTDA,15,KAIROS COMERCIO DE FRALD [M1336]
22685341000695,LIMA & PERGHER INDUSTRIA E COMERCIO S/A,27,LIMA & PERGHER INDUSTRIA [M1337]
22706161000138,AVANTE BRASIL COMERCIO LTDA,1,AVANTE BRASIL COMERCIO L [M1338]
22767963000158,DENTAL VALLE COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA,2,DENTAL VALLE COMERCIO DE [M1339]
22910512000128,SUTUMED INDUSTRIA E COMERCIO DE PRODUTOS CIRURGICOS LTDA,21,SUTUMED INDUSTRIA E COME [M1340]
