fabricante_id,fabricante,ocorrencias,rotulo
07876719000130,J. JORGE INDUSTRIA DE MATERIAL HOSPITALAR LTDA,1,J. JORGE INDUSTRIA DE MA [M0729]
07897039000100,DENTEMED EQUIPAMENTOS ODONTOLOGICOS LTDA,199,DENTEMED EQUIPAMENTOS OD [M0730]
07907297000112,ACE MEDICAMENTOS LTDA,37,ACE MEDICAMENTOS LTDA [M0731]
07912362000106,TECNOVENT COMERCIO DE EQUIPAMENTOS MEDICOS LTDA,1,TECNOVENT COMERCIO DE EQ [M0732]
07925705000169,AUROBINDO PHARMA PRODUTOS FARMACEUTICOS LIMITADA,228,AUROBINDO PHARMA PRODUTO [M0733]
07933336000156,PARQUIMICA INDUSTRIAS LTDA,7,PARQUIMICA INDUSTRIAS LT [M0734]
07944100000115,PROC9 INDUSTRIA QUIMICA LTDA,73,PROC9 INDUSTRIA QUIMICA  [M0735]
07946202000170,PHARMATEX COMERCIAL DE PRODUTOS HOSPITALARES LTDA,30,PHARMATEX COMERCIAL DE P [M0736]
07946705000145,PRO CARE SERVICOS DE SAUDE LTDA EM RECUPERACAO JUDICIAL,1,PRO CARE SERVICOS DE SAU [M0737]
07967729000180,HADASSAH - COSMETICOS LTDA,68,HADASSAH - COSMETICOS LT [M0738]
07986222000174,BIOGEN BRASIL PRODUTOS FARMACEUTICOS LTDA,57,BIOGEN BRASIL PRODUTOS F [M0739]
07987185000119,GANESH LOGISTICA E DISTRIBUICAO LTDA,7,GANESH LOGISTICA E DISTR [M0740]
08002360000134,BIOMARIN BRASIL FARMACEUTICA LTDA,28,BIOMARIN BRASIL FARMACEU [M0741]
08025426000292,DELTA PLUS BRASIL INDUSTRIA E COMERCIO DE EPI LTDA,4,DELTA PLUS BRASIL INDUST [M0742]
08040473000124,FILTERFLUX EQUIPAMENTOS PARA LABORATORIO LTDA,2,FILTERFLUX EQUIPAMENTOS  [M0743]
08044106000107,ALT - EQUIPAMENTOS MEDICOS ODONTOLOGICOS LTDA,7,ALT - EQUIPAMENTOS MEDIC [M0744]
08048988000170,DUNE PRODUTOS ORTOPEDICOS LTDA,7,DUNE PRODUTOS ORTOPEDICO [M0745]
08053383000178,CAITHEC COMERCIO E INDUSTRIA LTDA,16,CAITHEC COMERCIO E INDUS [M0746]
08053383000259,CAITHEC COMERCIO E INDUSTRIA LTDA,4,CAITHEC COMERCIO E INDUS [M0747]
08055634000153,IMEC-INDUSTRIA DE MEDICAMENTOS CUSTODIA LTDA,898,IMEC-INDUSTRIA DE MEDICA [M0748]
08067672000126,AYA INDUSTRIA E COMERCIO DE COSMETICOS LTDA,2,AYA INDUSTRIA E COMERCIO [M0749]
08106200000135,"WILLTEK TECNOLOGIA, COMERCIO, IMPORTACAO E EXPORTACAO DE EQUIPAMENTOS MEDICOS HOSPITALARES LTDA",23,"WILLTEK TECNOLOGIA, COME [M0750]"
08108696000186,DISTRIBUIDORA DE PRODUTOS G.C.R. LTDA,2,DISTRIBUIDORA DE PRODUTO [M0751]
08144181000131,GIODESC - IND. COM. IMP. E EXP. PROD. HOSPITALARES LTDA,8,GIODESC - IND. COM. IMP. [M0752]
08145250000121,MEDICALMED COMERCIO DE MATERIAIS MEDICOS LTDA,3,MEDICALMED COMERCIO DE M [M0753]
08145933000189,FAMADER FARMACIA DE MANIPULACAO LTDA,15,FAMADER FARMACIA DE MANI [M0754]
08157293000127,NATCOFARMA DO BRASIL LTDA,166,NATCOFARMA DO BRASIL LTD [M0755]
08172474000122,NEUROSOFT - EQUIPAMENTOS E SUPRIMENTOS MEDICOS LIMITADA,1,NEUROSOFT - EQUIPAMENTOS [M0756]
08172563000179,4 R INDUSTRIA E COMERCIO DE TUBOS DE LATEX LTDA.,28,4 R INDUSTRIA E COMERCIO [M0757]
08179551000176,CELLPUS INDUSTRIA E COMERCIO DE ARTEFATOS PLASTICOS LTDA,2,CELLPUS INDUSTRIA E COME [M0758]
08183359000153,PRODIET NUTRICAO CLINICA LTDA,163,PRODIET NUTRICAO CLINICA [M0759]
08185734000102,QUALY QUIMICA LTDA,1,QUALY QUIMICA LTDA [M0760]
08223462000180,DENT MEDIC LTDA,2,DENT MEDIC LTDA [M0761]
08282077000103,BIOSYSTEMS NE COMERCIO DE PRODUTOS LABORATORIAIS E HOSPITALARES LTDA,2,BIOSYSTEMS NE COMERCIO D [M0762]
08305681000450,RATHIER & SANDRI LTDA,1,RATHIER & SANDRI LTDA [M0763]
08308147000155,SUPERMEDY IMPORTACAO E EXPORTACAO LTDA,62,SUPERMEDY IMPORTACAO E E [M0764]
08311856000190,IMPACTO PRODUTOS MEDICOS E HOSPITALARES LTDA,11,IMPACTO PRODUTOS MEDICOS [M0765]
08325711000490,BELEM FARMACIA E MANIPULACAO LTDA,2,BELEM FARMACIA E MANIPUL [M0766]
08342212000169,BRASMEDICAL INDUSTRIA E COMERCIO DE PRODUTOS PARA SAUDE LTDA,3,BRASMEDICAL INDUSTRIA E  [M0767]
08365527000121,NEOORTHO PRODUTOS ORTOPEDICOS S.A.,1,NEOORTHO PRODUTOS ORTOPE [M0768]
08370099000125,GTECH - COMERCIO E SERVICOS EM EQUIPAMENTOS ELETRO-ELETRONICOS LTDA,61,GTECH - COMERCIO E SERVI [M0769]
08395950000174,INDUSTRIA DE PONTAS ABRASIVAS SCHELBLE LTDA,1,INDUSTRIA DE PONTAS ABRA [M0770]
08406353000106,ALEXANDRE ASSUNCAO BASTOS,2,ALEXANDRE ASSUNCAO BASTO [M0771]
08417805000147,UTILE PARTICIPACOES LTDA.,13,UTILE PARTICIPACOES LTDA [M0772]
08441496000140,RWR INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA ELETROMEDICINA LTDA,32,RWR INDUSTRIA E COMERCIO [M0773]
08442245000180,PROTDESC DO BRASIL IMPORTACAO E EXPORTACAO LTDA,13,PROTDESC DO BRASIL IMPOR [M0774]
08474646000112,FORTECARE INDUSTRIA DE PRODUTOS MEDICOS LTDA,14,FORTECARE INDUSTRIA DE P [M0775]
08482393000129,S.E. COMERCIAL DE PRODUTOS DESCARTAVEIS LTDA.,2,S.E. COMERCIAL DE PRODUT [M0776]
08493086000143,HOSPITEX TEXTIL LTDA,5,HOSPITEX TEXTIL LTDA [M0777]
08493791000140,XDENT EQUIPAMENTOS ODONTOLOGICOS LTDA,2,XDENT EQUIPAMENTOS ODONT [M0778]
08532500000186,GERACAO COMERCIO E SERVICOS LTDA,1,GERACAO COMERCIO E SERVI [M0779]
08532602000100,GIBRALTAR COMERCIO DE PRODUTOS DE LIMPEZA LTDA,1,GIBRALTAR COMERCIO DE PR [M0780]
08546929000122,CARESTREAM DO BRASIL COMERCIO E SERVICOS DE PRODUTOS MEDICOS LTDA,173,CARESTREAM DO BRASIL COM [M0781]
08569248000180,A. M. MOTA CUSTODIO,2,A. M. MOTA CUSTODIO [M0782]
08580439000142,TELOS INDUSTRIA E COMERCIO LTDA,4,TELOS INDUSTRIA E COMERC [M0783]
08633431000105,GABISA MEDICAL INTERNATIONAL S.A.,30,GABISA MEDICAL INTERNATI [M0784]
08639512000104,EURODONTO IMPORTACAO E EXPORTACAO LTDA,124,EURODONTO IMPORTACAO E E [M0785]
08646787000175,MAXINUTRI LABORATORIO NUTRACEUTICO LTDA,38,MAXINUTRI LABORATORIO NU [M0786]
08651657000120,ALL SOLUTIONS MEDICAL - PRODUTOS MEDICOS HOSPITALARES LTDA,2,ALL SOLUTIONS MEDICAL -  [M0787]
08665289000170,M.M. CAPELLARO INDUSTRIA E DISTRIBUIDORA DE PRODUTOS MEDICOS E ODONTOLOGICOS LTDA,5,M.M. CAPELLARO INDUSTRIA [M0788]
08667233000154,MULTIMED DISTRIBUIDORA DE EQUIPAMENTOS HOSPITALAR LTDA,3,MULTIMED DISTRIBUIDORA D [M0789]
08667473000159,MEGA MIL INDUSTRIA E COMERCIO DE EMBALAGENS DE PLASTICO LTDA,5,MEGA MIL INDUSTRIA E COM [M0790]
08675394000190,SAFE SUPORTE A VIDA E COMERCIO INTERNACIONAL LTDA,14,SAFE SUPORTE A VIDA E CO [M0791]
08675528000172,ARL COMERCIO E SERVICOS DE METAIS LTDA,11,ARL COMERCIO E SERVICOS  [M0792]
08697852000191,ENDOGERAIS EQUIPAMENTOS MEDICOS LTDA,14,ENDOGERAIS EQUIPAMENTOS  [M0793]
08713696000105,LINE BRASIL INDUSTRIA COMERCIO E DISTRIBUICAO DE PRODUTOS PARA SAUDE E AMBIENTES CONTROLADOS LTDA,12,LINE BRASIL INDUSTRIA CO [M0794]
08739624000137,OSTEOFIX COMERCIO DE PRODUTO MEDICO ODONTOLOGICO LTDA,6,OSTEOFIX COMERCIO DE PRO [M0795]
08745092000140,BECARI COMERCIAL DE PRODUTOS E EQUIPAMENTOS PARA LABORATORIOS LTDA,13,BECARI COMERCIAL DE PROD [M0796]
08753814000109,SOFT SURGICAL SOLUCOES HOSPITALARES LTDA,4,SOFT SURGICAL SOLUCOES H [M0797]
08754645000121,WSA INDUSTRIA DE MAQUINAS E EQUIPAMENTOS DE SEGURANCA LTDA,1,WSA INDUSTRIA DE MAQUINA [M0798]
08762826000108,HIDROLIGHT DO BRASIL S.A,4,HIDROLIGHT DO BRASIL S.A [M0799]
08778201000126,DROGAFONTE LTDA,3,DROGAFONTE LTDA [M0800]
08781956000180,SOINVIE DO BRASIL LTDA,12,SOINVIE DO BRASIL LTDA [M0801]
08791633000177,LIMPO MAIS INDUSTRIA DE PRODUTOS DE LIMPEZA LTDA.,3,LIMPO MAIS INDUSTRIA DE  [M0802]
08794782000190,SEX FREE INDUSTRIA E COMERCIO DE ARTEFATOS DE BORRACHA LTDA,2,SEX FREE INDUSTRIA E COM [M0803]
08803423000151,KOP DO BRASIL INDUSTRIAS FARMACEUTICAS LTDA,1,KOP DO BRASIL INDUSTRIAS [M0804]
08839778000109,D AQUINO INDUSTRIA E COMERCIO DE MOVEIS HOSPITALARES LTDA,4,D AQUINO INDUSTRIA E COM [M0805]
08846431000185,LUIZ FRANCISCO EMYGDIO,1,LUIZ FRANCISCO EMYGDIO [M0806]
08863966000164,ORTOSANI PRODUTOS PARA SAUDE LTDA.,3,ORTOSANI PRODUTOS PARA S [M0807]
08868097000160,BELAPAN INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,3,BELAPAN INDUSTRIA E COME [M0808]
08877271000131,SIMILAR & COMPATIVEL INDUSTRIA DE EQUIPAMENTOS MEDICOS ODONTOLOGICOS LTDA.,52,SIMILAR & COMPATIVEL IND [M0809]
08916940000137,PURYS IMPORTADORA E EXPORTADORA LTDA,1,PURYS IMPORTADORA E EXPO [M0810]
08924875000191,BIOVALIC COMERCIO DE EQUIPAMENTOS MEDICOS LTDA.,7,BIOVALIC COMERCIO DE EQU [M0811]
08936030000116,DENTAL DOURADOS LTDA,1,DENTAL DOURADOS LTDA [M0812]
08939548000103,INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A,202,INFAN INDUSTRIA QUIMICA  [M0813]
08962163000167,BEM ESTAR INDUSTRIAL LTDA,4,BEM ESTAR INDUSTRIAL LTD [M0814]
08979861000175,BIOTRON EQUIPAMENTOS MEDICOS LTDA,24,BIOTRON EQUIPAMENTOS MED [M0815]
09007247000295,FIBRA CIRURGICA LTDA,33,FIBRA CIRURGICA LTDA [M0816]
09024090000125,"INTRACORP INSTITUTO DA TRAQUEIA, CORACAO E PULMAO SS LTDA",10,INTRACORP INSTITUTO DA T [M0817]
09028635000171,SIGNAZ PRODUTOS E NEGOCIOS LTDA,3,SIGNAZ PRODUTOS E NEGOCI [M0818]
09029404000182,COPERMED COMERCIAL IMPORTADORA LTDA,6,COPERMED COMERCIAL IMPOR [M0819]
09032626000154,AGFA DO BRASIL LTDA.,43,AGFA DO BRASIL LTDA. [M0820]
09036722000170,HIDROFARMA REPRESENTACAO E FABRICACAO DE ALGODAO LTDA,9,HIDROFARMA REPRESENTACAO [M0821]
09044896000185,VINIX INDUSTRIA E COMERCIO LTDA,4,VINIX INDUSTRIA E COMERC [M0822]
09053134000226,ELFA MEDICAMENTOS S.A,1,ELFA MEDICAMENTOS S.A [M0823]
09058456000187,MINDRAY DO BRASIL - COMERCIO E DISTRIBUICAO DE EQUIPAMENTOS MEDICOS LTDA,15,MINDRAY DO BRASIL - COME [M0824]
09058502000148,FARMA VISION IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA,26,FARMA VISION IMPORTACAO  [M0825]
09097727000103,PONTUAL DISTRIBUIDORA LTDA,2,PONTUAL DISTRIBUIDORA LT [M0826]
09100491000117,FLEXINOX INDUSTRIA E COMERCIO DE ACOS LTDA,33,FLEXINOX INDUSTRIA E COM [M0827]
09103790000296,CLARKE BRASIL PRODUTOS PARA CONTROLE DE MOSQUITO LTDA,2,CLARKE BRASIL PRODUTOS P [M0828]
09107943000192,POOLTEX INDUSTRIA E COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA,3,POOLTEX INDUSTRIA E COME [M0829]
09114818000100,ALGOBOM INDUSTRIA E COMERCIO DE PRODUTOS TEXTEIS LTDA EM RECUPERACAO JUDICIAL,2,ALGOBOM INDUSTRIA E COME [M0830]
09117476000181,MANDALA BRASIL IMPORTACAO E DISTRIBUICAO DE PRODUTO MEDICO HOSPITALAR LTDA,26,MANDALA BRASIL IMPORTACA [M0831]
09121524000105,SEVEN COMERCIO DE PRODUTOS BIOTECNOLOGICOS LTDA,1,SEVEN COMERCIO DE PRODUT [M0832]
09137657000170,J. C. W. SIQUEIRA FARMACIA,26,J. C. W. SIQUEIRA FARMAC [M0833]
09174668000120,VITTAFLEX INDUSTRIA E COMERCIO DE MOVEIS E COLCHOES LTDA,5,VITTAFLEX INDUSTRIA E CO [M0834]
09224765000180,LIFE MED PRODUTOS HOSPITALARES LTDA,3,LIFE MED PRODUTOS HOSPIT [M0835]
09236133000136,S. A. MIAN LTDA,1,S. A. MIAN LTDA [M0836]
09244998000144,INDUSTRIA E COMERCIO DE PRODUTOS CIENTIFICOS PERFECTA LTDA.,13,INDUSTRIA E COMERCIO DE  [M0837]
09271415000174,UZUCLEAN INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO LTDA,1,UZUCLEAN INDUSTRIA COMER [M0838]
09284952000159,KEDRION BRASIL DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA.,24,KEDRION BRASIL DISTRIBUI [M0839]
09289762000124,APRAMED - INDUSTRIA E COMERCIO DE APARELHOS MEDICOS LTDA,4,APRAMED - INDUSTRIA E CO [M0840]
09300300000160,LEMARC PRODUTOS MEDICOS HOSPITALARES LTDA,4,LEMARC PRODUTOS MEDICOS  [M0841]
09304376000164,TOTH - DESENVOLVIMENTO TECNOLOGICO LTDA,2,TOTH - DESENVOLVIMENTO T [M0842]
09315996000107,COMERCIAL MARK ATACADISTA LTDA,5,COMERCIAL MARK ATACADIST [M0843]
09327149000154,SUCROQUIMICA INDUSTRIA COMERCIO LTDA,1,SUCROQUIMICA INDUSTRIA C [M0844]
09334838000196,METALPLAY INDUSTRIA E COMERCIO LTDA,2,METALPLAY INDUSTRIA E CO [M0845]
09357414000147,SDORF SCIENTIFIC DO BRASIL LTDA,2,SDORF SCIENTIFIC DO BRAS [M0846]
09408413000184,"KESTAL INDUSTRIA, COMERCIO E IMPORTACAO LTDA",4,"KESTAL INDUSTRIA, COMERC [M0847]"
09413671000159,PETNOR INDUSTRIA E COMERCIO DE EMBALAGENS LTDA,6,PETNOR INDUSTRIA E COMER [M0848]
09420515000115,MB3 SERVICOS ADMINISTRATIVOS LTDA,14,MB3 SERVICOS ADMINISTRAT [M0849]
09423516000113,"MEDICAL BRAZIL IMPORTACAO, EXPORTACAO E COMERCIO DE PRODUTOS MEDICOS LTDA",7,MEDICAL BRAZIL IMPORTACA [M0850]
09426522000124,FARMAX PRODUTOS FARMACEUTICOS LTDA,368,FARMAX PRODUTOS FARMACEU [M0851]
09428405000108,MEGATEX INDUSTRIA E COMERCIO LTDA,2,MEGATEX INDUSTRIA E COME [M0852]
09431344000120,FORMADEN INDUSTRIA E COMERCIO LTDA,1,FORMADEN INDUSTRIA E COM [M0853]
09441460000120,PADRAO DISTRIBUIDORA DE PRODUTOS E EQUIPAMENTOS HOSPITALARES PADRE CALLOU LTDA,3,PADRAO DISTRIBUIDORA DE  [M0854]
09454377000195,"SHINBRO INTERNACIONAL - COMERCIO, IMPORTACAO E EXPORTACAO LTDA",57,SHINBRO INTERNACIONAL -  [M0855]
09458251000199,LUPLAST INDUSTRIA E COMERCIO DE LUVAS DESCARTAVEIS LTDA,17,LUPLAST INDUSTRIA E COME [M0856]
09542984000107,SOROCAPS INDUSTRIA FARMACEUTICA LTDA,15,SOROCAPS INDUSTRIA FARMA [M0857]
09545032000147,J.A. COMERCIO DE PRODUTOS PARA RESGATE LTDA,157,J.A. COMERCIO DE PRODUTO [M0858]
09545589000188,MABRA FARMACEUTICA LTDA,142,MABRA FARMACEUTICA LTDA [M0859]
09560267000108,BETANIAMED COMERCIAL LTDA,17,BETANIAMED COMERCIAL LTD [M0860]
09572573000164,SWAB CB BRASIL INDUSTRIA DE PRODUTOS LABORATORIAIS LTDA,2,SWAB CB BRASIL INDUSTRIA [M0861]
09582534000148,VISION RS DISTRIBUIDORA S/A EM RECUPERACAO JUDICIAL,1,VISION RS DISTRIBUIDORA  [M0862]
09593438000103,BIO ADVANCE DIAGNOSTICOS LTDA,23,BIO ADVANCE DIAGNOSTICOS [M0863]
09595757000140,ESPUMABRAZ INDUSTRIA E COMERCIO DE ESPUMAS DE POLIURETANO LTDA,4,ESPUMABRAZ INDUSTRIA E C [M0864]
09601610000115,COSMODERMA INDUSTRIA E COMERCIO LTDA,34,COSMODERMA INDUSTRIA E C [M0865]
09603161000144,CONVATEC BRASIL LTDA,100,CONVATEC BRASIL LTDA [M0866]
09609356000100,GNATUS PRODUTOS MEDICOS E ODONTOLOGICOS LTDA,4,GNATUS PRODUTOS MEDICOS  [M0867]
09610762000184,APROVADAGUA COMERCIO E CONFECCOES LTDA,2,APROVADAGUA COMERCIO E C [M0868]
09649291000118,INOX BRASIL INDUSTRIA E COMERCIO LTDA,18,INOX BRASIL INDUSTRIA E  [M0869]
09663627000105,SHARK BRASIL S.A.,2,SHARK BRASIL S.A. [M0870]
10016132000165,VITAL PRODUTOS HOSPITALARES LTDA.,60,VITAL PRODUTOS HOSPITALA [M0871]
10192693000115,NEW IMPLA COMERCIO DE MATERIAIS MEDICOS CIRURGICOS LTDA,367,NEW IMPLA COMERCIO DE MA [M0872]
10220940000140,CAMAHE INDUSTRIA E COMERCIO IMPORTACAO E EXPORTACAO DE PRODUTOS PARA A SAUDE LTDA,1,CAMAHE INDUSTRIA E COMER [M0873]
10229835000171,PDX POINT DIAMOND INDUSTRIA E COMERCIO DE FERRAMENTAS ODONTOLOGICAS LTDA,13,PDX POINT DIAMOND INDUST [M0874]
10235337000131,HNDESC COMERCIO E CONFECCOES DE PRODUTOS HOSPITALARES LTDA.,36,HNDESC COMERCIO E CONFEC [M0875]
10241516000181,SUPER SAFETY IMPORTACAO E EXPORTACAO LTDA.,29,SUPER SAFETY IMPORTACAO  [M0876]
10243376000180,J CARDOSO FILHO COMERCIO E SERVICOS,8,J CARDOSO FILHO COMERCIO [M0877]
10249145000184,INALAMED EQUIPAMENTOS E MATERIAIS HOSPITALARES LTDA,6,INALAMED EQUIPAMENTOS E  [M0878]
10257856000109,"NQA INDUSTRIA, COMERCIO, IMPORTACAO, EXPORTACAO DE PRODUTOS MEDICOS E SERVICOS LTDA",2,"NQA INDUSTRIA, COMERCIO, [M0879]"
10268780000109,MEDIX BRASIL LTDA,2862,MEDIX BRASIL LTDA [M0880]
10284284000149,ALEXION SERVICOS E FARMACEUTICA DO BRASIL LTDA,8,ALEXION SERVICOS E FARMA [M0881]
10286826000112,TAYCO EQUIPAMENTOS DE SEGURANCA LTDA,3,TAYCO EQUIPAMENTOS DE SE [M0882]
10287484000155,NEWDROP QUIMICA LTDA.,1,NEWDROP QUIMICA LTDA. [M0883]
10330618000173,UNEMOL EQUIPAMENTOS ELETROMEDICOS LTDA,9,UNEMOL EQUIPAMENTOS ELET [M0884]
10345462000102,OMRON HEALTHCARE BRASIL INDUSTRIA E COMERCIO DE PRODUTOS MEDICOS LTDA.,21,OMRON HEALTHCARE BRASIL  [M0885]
10351637000186,MEAD JOHNSON DO BRASIL COMERCIO E IMPORTACAO DE PRODUTOS DE NUTRICAO LTDA.,5,MEAD JOHNSON DO BRASIL C [M0886]
10372638000107,CESAR EDUARDO RESENDE BASTOS,4,CESAR EDUARDO RESENDE BA [M0887]
10383777000136,CICARELLI INSTRUMENTOS CIRURGICOS LTDA,2,CICARELLI INSTRUMENTOS C [M0888]
10399413000144,EXODO CIENTIFICA QUIMICA FINA INDUSTRIA E COMERCIO LTDA,3,EXODO CIENTIFICA QUIMICA [M0889]
10403238000111,AMED S/A,191,AMED S/A [M0890]
10424098000168,INDUSTRIA DE CONFECCOES K-DU LTDA,13,INDUSTRIA DE CONFECCOES  [M0891]
10424098000249,INDUSTRIA DE CONFECCOES K-DU LTDA,7,INDUSTRIA DE CONFECCOES  [M0892]
10450805000190,FLUKKA FARMACIA DE MANIPULACAO LTDA,2,FLUKKA FARMACIA DE MANIP [M0893]
10460674000122,MAX-MEDICAL COMERCIO DE PRODUTOS MEDICOS HOSPITALARES LTDA,1,MAX-MEDICAL COMERCIO DE  [M0894]
10461807000185,PHARMEDICE MANIPULACOES ESPECIALIZADAS LTDA,6,PHARMEDICE MANIPULACOES  [M0895]
10467576000117,PRIME CIRURGICA IMPORTACAO E EXPORTACAO E COMERCIO DE PRODUTOS ORTOPEDICOS LTDA,8,PRIME CIRURGICA IMPORTAC [M0896]
10483434000143,CASA DAS FORMULAS FARMACIA E MANIPULACAO LTDA,11,CASA DAS FORMULAS FARMAC [M0897]
10493969000103,TC ATUAL COMERCIO DE MEDICAMENTOS LTDA,2,TC ATUAL COMERCIO DE MED [M0898]
10495738000120,GOIAS COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,2,GOIAS COMERCIO DE PRODUT [M0899]
10512195000102,JP PHARMA IMPORTACAO E DISTRIBUICAO LTDA,103,JP PHARMA IMPORTACAO E D [M0900]
10545970000126,VITA MEDICAL MATERIAL HOSPITALAR LTDA,111,VITA MEDICAL MATERIAL HO [M0901]
10554289000144,BRASFARMA COMERCIAL LTDA,17,BRASFARMA COMERCIAL LTDA [M0902]
10555143000113,GRUNENTHAL DO BRASIL FARMACEUTICA LTDA.,74,GRUNENTHAL DO BRASIL FAR [M0903]
10555312000115,DENTAL PARTNER COMERCIO DE PRODUTOS E EQUIPAMENTOS ODONTOLOGICOS LTDA.,2,DENTAL PARTNER COMERCIO  [M0904]
10568345000108,AURANTIS INDUSTRIA FARMACEUTICA LTDA,2,AURANTIS INDUSTRIA FARMA [M0905]
10585311000113,ORBISPHARMA DISTRIBUIDORA E LOGISTICA LTDA,3,ORBISPHARMA DISTRIBUIDOR [M0906]
10588595000363,SANOFI MEDLEY FARMACEUTICA LTDA,521,SANOFI MEDLEY FARMACEUTI [M0907]
10588595000797,SANOFI MEDLEY FARMACEUTICA LTDA,444,SANOFI MEDLEY FARMACEUTI [M0908]
10588595001092,SANOFI MEDLEY FARMACEUTICA LTDA,3052,SANOFI MEDLEY FARMACEUTI [M0909]
10589833000193,COOPERATIVA AGROINDUSTRIAL DOS PRODUTORES RURAIS DA COLONIA PINDORAMA LTDA.,4,COOPERATIVA AGROINDUSTRI [M0910]
10592570000171,JUED COMERCIO E ASSISTENCIA DE EQUIPAMENTOS ODONTOLOGICOS LTDA,1,JUED COMERCIO E ASSISTEN [M0911]
10600372000102,DENTAL SUL PRODUTOS ODONTOLOGICOS LTDA,1,DENTAL SUL PRODUTOS ODON [M0912]
10607423000128,HARBO MEDICAL LTDA,70,HARBO MEDICAL LTDA [M0913]
10619983000100,GODOY & BAPTISTELLA INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA,7,GODOY & BAPTISTELLA INDU [M0914]
10631897000105,BALME EMPREENDIMENTOS LTDA,1,BALME EMPREENDIMENTOS LT [M0915]
10645075000183,USINA PETRIBU SA,1,USINA PETRIBU SA [M0916]
10645510000170,DISTRIBUIDORA DE MEDICAMENTOS SAUDE & VIDA LTDA,126,DISTRIBUIDORA DE MEDICAM [M0917]
10686941000184,MASTER MEDIKAL INDUSTRIA E COMERCIO DE EQUIPAMENTOS MEDICOS LTDA,12,MASTER MEDIKAL INDUSTRIA [M0918]
10692852000140,DESCARBOX DISTRIBUIDORA HOSPITALAR LTDA,263,DESCARBOX DISTRIBUIDORA  [M0919]
10695892000146,MED COMPANY MEDICINA ESPECIALIZADA LTDA,8,MED COMPANY MEDICINA ESP [M0920]
10696932000174,T.D. & V. COMERCIO DE PRODUTOS ODONTOLOGICOS E HOSPITALARES LTDA,13,T.D. & V. COMERCIO DE PR [M0921]
10702092000610,"VCH - IMPORTADORA, EXPORTADORA E DISTRIBUICAO DE PRODUTOS LTDA",9,"VCH - IMPORTADORA, EXPOR [M0922]"
10708841000101,FRANTINS INDUSTRIA E COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA,6,FRANTINS INDUSTRIA E COM [M0923]
10715223000199,M. E. DOS SANTOS CARVALHO,1,M. E. DOS SANTOS CARVALH [M0924]
10729492000104,QUIMICENTER PRODUTOS PARA LABORATORIOS LTDA,7,QUIMICENTER PRODUTOS PAR [M0925]
10733878000190,FLEX INDUSTRIA E COMERCIO DE PAPEIS LTDA,96,FLEX INDUSTRIA E COMERCI [M0926]
10734126000224,PRODUTOS QUIMICOS ORION S/A,4,PRODUTOS QUIMICOS ORION  [M0927]
10742412000401,BRACCO IMAGING DO BRASIL IMPORTACAO E DISTRIBUICAO DE MEDICAMENTOS LTDA,18,BRACCO IMAGING DO BRASIL [M0928]
10757876000130,SR PRODUTOS MEDICOS LTDA,41,SR PRODUTOS MEDICOS LTDA [M0929]
10772529000187,T. D. WILL,1,T. D. WILL [M0930]
10778913000197,"METAL SOLUTION DO BRASIL MOVEIS, EQUIPAMENTOS E PRODUTOS PARA SAUDE LTDA",6,METAL SOLUTION DO BRASIL [M0931]
10788872000209,FORTUNE SERVICOS LTDA,4,FORTUNE SERVICOS LTDA [M0932]
10812219000149,PRODUTOS HOSPITALARES MEDBLANC LTDA,9,PRODUTOS HOSPITALARES ME [M0933]
10812314000142,"NUTRISENIOR INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO DE PRODUTOS NUTRICIONAIS LTDA",4,"NUTRISENIOR INDUSTRIA, C [M0934]"
10838899000170,ELAINE DOS SANTOS PREVIATO,1,ELAINE DOS SANTOS PREVIA [M0935]
10840020000124,VYGON EQUIPAMENTOS MEDICOS LTDA.,9,VYGON EQUIPAMENTOS MEDIC [M0936]
10842256000108,GROW QUIMICA E FARMACEUTICA LTDA.,16,GROW QUIMICA E FARMACEUT [M0937]
10842393000134,LIVE HEALTHCARE SUPPLIES LTDA,11,LIVE HEALTHCARE SUPPLIES [M0938]
10848178000140,FITOWAY LABORATORIO NUTRICIONAL LTDA,104,FITOWAY LABORATORIO NUTR [M0939]
10850316000126,MONTPELLIER MONDE INDUSTRIA E COMERCIO DE COSMETICOS EIRELI,1,MONTPELLIER MONDE INDUST [M0940]
10853028000125,VIDA RESGATE COMERCIO DE PRODUTOS A.P.H. LTDA,11,VIDA RESGATE COMERCIO DE [M0941]
10877926000113,LABORATORIO FARMACEUTICO DO ESTADO DE PERNAMBUCO GOVERNADOR MIGUEL ARRAES S/A - LAFEPE,74,LABORATORIO FARMACEUTICO [M0942]
10889989000190,FLEX MAKER PRODUCAO E COMERCIO LTDA,2,FLEX MAKER PRODUCAO E CO [M0943]
