fornecedor_id,fornecedor,ocorrencias,rotulo
27718661000103,ARMAZEM DOS MEDICAMENTOS LTDA,1451,ARMAZEM DOS MEDICAMENTOS [F2138]
27723136000186,DROGARIA PB LTDA,2,DROGARIA PB LTDA [F2139]
27764200000177,C B DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS LTDA,77,C B DISTRIBUIDORA DE PRO [F2140]
27789446000101,AGUIA DISTRIBUIDORA DE MEDICAMENTOS E SUPRIMENTOS LTDA,345,AGUIA DISTRIBUIDORA DE M [F2141]
27806274000129,PROMEDI DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,37,PROMEDI DISTRIBUIDORA DE [F2142]
27817504000155,SP HOSPITALAR LTDA,198,SP HOSPITALAR LTDA [F2143]
27839404000120,AJS COMERCIAL LTDA,8,AJS COMERCIAL LTDA [F2144]
27840072000101,FARMACIA SANTA MARIA LTDA,322,FARMACIA SANTA MARIA LTD [F2145]
27844493000100,MEDSAUDE DISTRIBUIDORA DE MEDICAMENTOS LTDA,61,MEDSAUDE DISTRIBUIDORA D [F2146]
27855189000150,M. A. GIACOMETTI DROGARIA LTDA,47,M. A. GIACOMETTI DROGARI [F2147]
27860256000125,VITALSUL DISTRIBUIDORA DE MEDICAMENTOS LTDA,4,VITALSUL DISTRIBUIDORA D [F2148]
27904458000121,ESSENCIAL CIRURGICA ARTIGOS MEDICOS E ORTOPEDICOS LTDA,11,ESSENCIAL CIRURGICA ARTI [F2149]
27908285000110,XISMED DISTRIBUIDORA LTDA,11,XISMED DISTRIBUIDORA LTD [F2150]
27937238000102,A & S COMERCIO DE PRODUTOS E MATERIAIS HOSPITALARES LTDA,5,A & S COMERCIO DE PRODUT [F2151]
27943693000102,FACIL PRODUTOS HOSPITALARES LTDA,19,FACIL PRODUTOS HOSPITALA [F2152]
27951336000196,J.M.F COMERCIAL LTDA,1,J.M.F COMERCIAL LTDA [F2153]
27971020000166,VWPHARMA COMERCIO DE MEDICAMENTOS E MATERIAIS HOSPITALARES LTDA,2,VWPHARMA COMERCIO DE MED [F2154]
27985664000103,EUROMED COMERCIO DE MEDICAMENTOS LTDA,64,EUROMED COMERCIO DE MEDI [F2155]
28004857000107,DANIEL FERRARI ABRANTES - DISTRIBUIDORA DE MEDICAMENTOS,91,DANIEL FERRARI ABRANTES  [F2156]
28013023000150,W D DISTRIBUIDORA E COMERCIO ATACADISTA DE MEDICAMENTOS LTDA,19,W D DISTRIBUIDORA E COME [F2157]
28038227000145,LINHARES INFORMATICA E SUPRIMENTOS LTDA,3,LINHARES INFORMATICA E S [F2158]
28039635000111,GYROMED COM. E DISTRIB. DE MEDICAMENTOS E PROD. HOSPITALARES LTDA,118,GYROMED COM. E DISTRIB.  [F2159]
28069066000157,OESTE MED COMERCIO E IMPORTACAO DE PRODUTOS HOSPITALARES LTDA,39,OESTE MED COMERCIO E IMP [F2160]
28093678000185,F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA,1107,F&F DISTRIBUIDORA DE MED [F2161]
28123417000160,PARTNER FARMA DISTRIBUIDORA DE MEDICAMENTOS LTDA,1151,PARTNER FARMA DISTRIBUID [F2162]
28145496000100,IGEMEDIC DISTRIBUIDORA HOSPITALAR LTDA,52,IGEMEDIC DISTRIBUIDORA H [F2163]
28167665000103,SOS COMERCIO DE MATERIAIS MEDICOS HOSPITALARES LTDA,4,SOS COMERCIO DE MATERIAI [F2164]
28199997000170,MOGI MEDICAL EQUIPAMENTOS LTDA,36,MOGI MEDICAL EQUIPAMENTO [F2165]
28215470000191,GOLDMED IMPORTACAO DE PRODUTOS HOSPITALARES LTDA.,1,GOLDMED IMPORTACAO DE PR [F2166]
28273249000190,NEO INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES LTDA,1,NEO INDUSTRIA E COMERCIO [F2167]
28289799000105,SOS DISTRIBUIDORA IMPORTADORA E EXPORTADORA DE PRODUTOS PARA SAUDE LTDA,442,SOS DISTRIBUIDORA IMPORT [F2168]
28345933000130,BRAMED COMERCIO HOSPITALAR DO BRASIL LTDA,23,BRAMED COMERCIO HOSPITAL [F2169]
28387424000170,M MED COMERCIAL DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA,151,M MED COMERCIAL DE MEDIC [F2170]
28389922000151,DROGARIA ROSINHA LTDA,1,DROGARIA ROSINHA LTDA [F2171]
28418133000100,MED VITTA COMERCIO DE PRODUTOS HOSPITALARES LTDA,370,MED VITTA COMERCIO DE PR [F2172]
28421328000109,ALLIANCA EQUIPAMENTOS MEDICOS LTDA,5,ALLIANCA EQUIPAMENTOS ME [F2173]
28431575000188,HOSPITEC COMERCIO REPRESENTACOES LTDA,1,HOSPITEC COMERCIO REPRES [F2174]
28449930000146,MARCELLE HORTER,38,MARCELLE HORTER [F2175]
28467781000148,VEM EMPREENDIMENTOS COMERCIAIS LTDA,212,VEM EMPREENDIMENTOS COME [F2176]
28470340000103,METROSAUDE COMERCIO DE MATERIAIS MEDICOS E HOSPITALARES LTDA,3,METROSAUDE COMERCIO DE M [F2177]
28492207000140,C DE CARVALHO COMERCIAL LTDA,8,C DE CARVALHO COMERCIAL  [F2178]
28530912000194,HOSPMEDICA DISTRIBUIDORA DE MEDICAMENTOS LTDA,30,HOSPMEDICA DISTRIBUIDORA [F2179]
28537922000151,RBR COMERCIO DE PRODUTOS MEDICO HOSPITALARES LTDA,17,RBR COMERCIO DE PRODUTOS [F2180]
28546470000174,SOUZA MED COMERCIO DE MATERIAIS MEDICO-HOSPITALAR LTDA,102,SOUZA MED COMERCIO DE MA [F2181]
28547190000180,GRAZIELA VELANI ABUFARES COMERCIO DE MEDICAMENTOS LTDA,13,GRAZIELA VELANI ABUFARES [F2182]
28590769000126,SERVBOX SERVICOS ADMINISTRATIVOS LTDA,12,SERVBOX SERVICOS ADMINIS [F2183]
28591670000149,VETSUL COMERCIO DE MEDICAMENTOS LTDA,12,VETSUL COMERCIO DE MEDIC [F2184]
28643008000195,SANTO REMEDIO -COMERCIO DE PRODUTOS MEDICO-HOSPITALAR LTDA,794,SANTO REMEDIO -COMERCIO  [F2185]
28651151000129,LIDYFARMA COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,3,LIDYFARMA COMERCIO DE PR [F2186]
28675331000140,DIABETICOS EIRELI,63,DIABETICOS EIRELI [F2187]
28725094000185,DANUTRE PRODUTOS ESTETICOS LTDA,1,DANUTRE PRODUTOS ESTETIC [F2188]
28729142000103,NORTELAB COMERCIO ATACADISTA DE PRODUTOS LABORATORIAIS LTDA,13,NORTELAB COMERCIO ATACAD [F2189]
28766510000193,DESAFIO FARMA DISTRIBUIDORA DE MEDICAMENTOS LTDA,85,DESAFIO FARMA DISTRIBUID [F2190]
28767124000116,HABX COMERCIO & PRESTACAO DE SERVICOS EM EQUIPAMENTOS DE HOSPITAIS E LABORATORIOS LTDA,2,HABX COMERCIO & PRESTACA [F2191]
28787127000111,SHIGEMOTO COMERCIAL LTDA,5,SHIGEMOTO COMERCIAL LTDA [F2192]
28788905000197,DUMALE PRODUTOS PARA SAUDE LTDA,6,DUMALE PRODUTOS PARA SAU [F2193]
28791011000156,FOX INDUSTRIA E COMERCIO DE MATERIAIS MEDICOS E HOSPITALARES LTDA,22,FOX INDUSTRIA E COMERCIO [F2194]
28801626000116,GALILEO TECNOLOGIA EM SAUDE LTDA,1,GALILEO TECNOLOGIA EM SA [F2195]
28820255000110,"SUPREMA DENTAL IMPORTACAO, EXPORTACAO E COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA",513,SUPREMA DENTAL IMPORTACA [F2196]
28834487000127,GMB COMERCIO E SERVICOS LTDA,2,GMB COMERCIO E SERVICOS  [F2197]
28834716000103,CARMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,21,CARMED DISTRIBUIDORA DE  [F2198]
28843779000126,DROGARIA SANTA ALICE DE VASSOURAS LTDA,47,DROGARIA SANTA ALICE DE  [F2199]
28846752000197,INNOVAPHARMA LABORATORIO E MANIPULACAO LTDA,1,INNOVAPHARMA LABORATORIO [F2200]
28857335000140,"MAXIMA DENTAL IMPORTACAO, EXPORTACAO E COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA",745,MAXIMA DENTAL IMPORTACAO [F2201]
28876663000193,FARMACIA VICENTINA LTDA,2,FARMACIA VICENTINA LTDA [F2202]
28877319000119,PIETRA ODONTO IMPORTACAO E DISTRIBUIDORA LTDA,2,PIETRA ODONTO IMPORTACAO [F2203]
28911309000152,ESPIRITO SANTO DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,165,ESPIRITO SANTO DISTRIBUI [F2204]
28921456000103,ALM COMERCIO DE PRODUTOS PARA SAUDE LTDA,5,ALM COMERCIO DE PRODUTOS [F2205]
28924885000134,QUEST INTERNATIONAL LOGISTICS LTDA,2,QUEST INTERNATIONAL LOGI [F2206]
28933805000107,INSPIRE DISTRIBUICAO E REPRESENTACAO LTDA.,3,INSPIRE DISTRIBUICAO E R [F2207]
28942742000155,MEDICAL VITORIA COMERCIO E SERVICOS LTDA,4,MEDICAL VITORIA COMERCIO [F2208]
29004099000181,BONIN & BONIN LTDA,29,BONIN & BONIN LTDA [F2209]
29010039000171,MONACO DISTRIBUIDORA DE MEDICAMENTOS LTDA,67,MONACO DISTRIBUIDORA DE  [F2210]
29022681000170,BKP COMERCIO E SERVICOS MEDICOS E HOSPITALARES LTDA,6,BKP COMERCIO E SERVICOS  [F2211]
29025383000134,4FR ASSESSORIA E SERVICOS LTDA.,10,4FR ASSESSORIA E SERVICO [F2212]
29032826000114,DATA - MEDICAL PRODUTOS MEDICOS HOSPITALARES LTDA,57,DATA - MEDICAL PRODUTOS  [F2213]
29032903000136,PLENA MEDICA HOSPITALAR LTDA,971,PLENA MEDICA HOSPITALAR  [F2214]
29036138000122,SMC FARMACEUTICA LTDA,2,SMC FARMACEUTICA LTDA [F2215]
29043834000166,3MED DISTRIBUIDORA DE MEDICAMENTOS LTDA.,165,3MED DISTRIBUIDORA DE ME [F2216]
29057136000110,SURGICALMEDI - IMPORTADORA E DISTRIBUIDORA DE MATERIAIS CIRURGICOS LTDA,1,SURGICALMEDI - IMPORTADO [F2217]
29081186000132,JULIO CESAR SANTOS DA CUNHA,2,JULIO CESAR SANTOS DA CU [F2218]
29081842000105,ELITEMED DIST. LTDA,11,ELITEMED DIST. LTDA [F2219]
29084363000134,DENTAL CONCEITO COMERCIO DE PRODUTOS ODONTOLOGICOS MEDICOS E HOSPITALARES LTDA,34,DENTAL CONCEITO COMERCIO [F2220]
29101445000140,JORGE EDUARDO RIBEIRO SOARES LTDA,992,JORGE EDUARDO RIBEIRO SO [F2221]
29107879000157,EC VARGAS COMERCIO E SERVICOS LTDA,4,EC VARGAS COMERCIO E SER [F2222]
29127216000102,AF EMPREENDIMENTOS LTDA,2,AF EMPREENDIMENTOS LTDA [F2223]
29129366000147,A&P FORMULACOES LTDA,1,A&P FORMULACOES LTDA [F2224]
29130664000157,FIVE MEDICAL COMERCIO DE MATERIAL MEDICO HOSPITALAR LTDA,1,FIVE MEDICAL COMERCIO DE [F2225]
29178366000137,VITAL PRODUTOS PARA SAUDE LTDA,7,VITAL PRODUTOS PARA SAUD [F2226]
29186223000177,FIELDS-MED COMERCIO LTDA,35,FIELDS-MED COMERCIO LTDA [F2227]
29196670000107,RHODES DISTRIBUIDORA DE MATERIAIS HOSPITALARES LTDA,9,RHODES DISTRIBUIDORA DE  [F2228]
29196977000108,SORAGGE E SOSSAI MANUTENCAO E MATERIAL HOSPITALAR LTDA,29,SORAGGE E SOSSAI MANUTEN [F2229]
29220512000145,MCN COMERCIO E IMPORTACAO DE PRODUTOS CIRURGICOS LTDA,76,MCN COMERCIO E IMPORTACA [F2230]
29228030000131,GALEGOS IMPORTADORA LTDA,1,GALEGOS IMPORTADORA LTDA [F2231]
29228930000189,LIGIA MARIA CARNEIRO,600,LIGIA MARIA CARNEIRO [F2232]
29230226000160,SALLUS COMERCIAL LTDA,1,SALLUS COMERCIAL LTDA [F2233]
29230269000146,R F BARILE LTDA,131,R F BARILE LTDA [F2234]
29245929000162,GC BRASIL SERVICOS DE COBRANCA LTDA,2,GC BRASIL SERVICOS DE CO [F2235]
29312896000126,BHDENTAL COMERCIAL LTDA,56,BHDENTAL COMERCIAL LTDA [F2236]
29321734000154,CR MED SERVICOS E COMERCIO DE MATERIAIS DE USO MEDICO E HOSPITALAR LTDA,1,CR MED SERVICOS E COMERC [F2237]
29346301000153,LABORATORIO FARMACEUTICO VITAMED LTDA,26,LABORATORIO FARMACEUTICO [F2238]
29349061000140,QUIRON PHARMA LTDA,9,QUIRON PHARMA LTDA [F2239]
29404097000180,OCTO FARMACO LTDA,67,OCTO FARMACO LTDA [F2240]
29412918000120,MALTACARE DISTRIBUIDORA LTDA,1,MALTACARE DISTRIBUIDORA  [F2241]
29426310000154,CIRURGICA ITAMARATY COMERCIAL LTDA,191,CIRURGICA ITAMARATY COME [F2242]
29468746000106,WWT COMERCIAL IMPORTADORA E EXPORTADORA DE PRODUTOS PERSONALIZADOS LTDA,1,WWT COMERCIAL IMPORTADOR [F2243]
29492182000147,FTTO COMERCIO DE PRODUTOS FARMACEUTICOS E HOSPITALARES LTDA,4,FTTO COMERCIO DE PRODUTO [F2244]
29494115000161,MEDICAM DISTRIBUIDORA DE MEDICAMENTOS E NUTRICAO LTDA,23,MEDICAM DISTRIBUIDORA DE [F2245]
29496518000140,MN NUTRICAO LTDA,21,MN NUTRICAO LTDA [F2246]
29515361000152,NORTE NUTRI PRODUTOS MEDICOS E NUTRICAO LTDA,13,NORTE NUTRI PRODUTOS MED [F2247]
29544048000142,MSI COMERCIO DE MATERIAIS E EQUIPAMENTOS HOSPITALARES LTDA,1,MSI COMERCIO DE MATERIAI [F2248]
29552649000105,ILCARA MARIA DE CASTRO BAILLY LTDA,6,ILCARA MARIA DE CASTRO B [F2249]
29565364000109,C G FARMA DISTRIBUIDORA LTDA,1103,C G FARMA DISTRIBUIDORA  [F2250]
29568915000180,SPECIALTY PHARMA BRASIL INTERMEDIACAO DE NEGOCIOS E CONSULTORIA LTDA,1,SPECIALTY PHARMA BRASIL  [F2251]
29587965000104,GS HOSPITALAR LTDA,49,GS HOSPITALAR LTDA [F2252]
29602808000120,DIAMANTE MATERIAL MEDICO HOSPITALAR LTDA,36,DIAMANTE MATERIAL MEDICO [F2253]
29614830000190,MEDITON FARMACEUTICA LTDA -,210,MEDITON FARMACEUTICA LTD [F2254]
29684349000171,LIBMED DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA,2,LIBMED DISTRIBUIDORA DE  [F2255]
29686370000106,JJ MED PRODUTOS HOSPITALARES LTDA,1,JJ MED PRODUTOS HOSPITAL [F2256]
29689057000121,P S M EQUIPAMENTOS MEDICOS LTDA,2,P S M EQUIPAMENTOS MEDIC [F2257]
29700587000123,PRIORITTA PRODUTOS HOSPITALARES LTDA,217,PRIORITTA PRODUTOS HOSPI [F2258]
29715704000122,MAIS SAUDE MARINGA PRODUTOS MEDICOS E NUTRICIONAIS LTDA,51,MAIS SAUDE MARINGA PRODU [F2259]
29740150000113,TECH MED DISTRIBUIDORA DE MEDICAMENTOS E MATERIAIS HOSPITALARES LTDA,3,TECH MED DISTRIBUIDORA D [F2260]
29754676000152,P&C MATERIAL MEDICO HOSPITALAR LTDA,4,P&C MATERIAL MEDICO HOSP [F2261]
29775313000101,SO SAUDE PRODUTOS HOSPITALAR LTDA,911,SO SAUDE PRODUTOS HOSPIT [F2262]
29791821000175,MAGNA INDUSTRIA DE MATERIAIS HOSPITALARES LTDA,7,MAGNA INDUSTRIA DE MATER [F2263]
29829415000154,LIGTH DISTRIBUIDORA LTDA,6,LIGTH DISTRIBUIDORA LTDA [F2264]
29843853000177,R2 S ABRAHAO COMERCIO E SERVICOS LTDA,10,R2 S ABRAHAO COMERCIO E  [F2265]
29866886000132,GREEN DISTRIBUIDORA DE MEDICAMENTOS LTDA,28,GREEN DISTRIBUIDORA DE M [F2266]
29868059000188,HOSPITALMED LTDA,423,HOSPITALMED LTDA [F2267]
29884628000189,ESTILO MEDICAL COMERCIO DE PRODUTOS HOSPITALARES LTDA,1,ESTILO MEDICAL COMERCIO  [F2268]
29907666000100,"VYP MATERIAL HOSPITALAR COMERCIO, IMPORTACAO E EXPORTACAO LTDA",517,VYP MATERIAL HOSPITALAR  [F2269]
29910022000170,UNIAO FARMA COMERCIAL LTDA,36,UNIAO FARMA COMERCIAL LT [F2270]
29931772000129,"JF COMERCIO DE PRODUTOS VETERINARIOS, EQUIPAMENTOS DE PROTECAO E LIMPEZA LTDA",2,JF COMERCIO DE PRODUTOS  [F2271]
29958463000142,ODONTO ARIQUEMES COMERCIO DE PRODUTOS HOSPITALAR ODONTOLOGICOS E ORTOPEDICOS LTDA,5,ODONTO ARIQUEMES COMERCI [F2272]
30008165000170,BIOLIFE BRASIL LTDA,3,BIOLIFE BRASIL LTDA [F2273]
30008649000110,LIZ COMERCIO ATACADISTA DE PRODUTOS HOSPITALARES LTDA,16,LIZ COMERCIO ATACADISTA  [F2274]
30016004000129,ALINE DE FRANCA MANGUEIRA LTDA,7,ALINE DE FRANCA MANGUEIR [F2275]
30029272000185,G.O.S SOLUCOES INTELIGENTES LTDA,1,G.O.S SOLUCOES INTELIGEN [F2276]
30034749000110,MARCELA CAROLINE BASTOS SALDANHA EIRELI,840,MARCELA CAROLINE BASTOS  [F2277]
30036611000150,ECOFARMA COMERCIO DE MEDICAMENTOS LTDA,45,ECOFARMA COMERCIO DE MED [F2278]
30037851000170,SQUADRA DO BRASIL DISTRIBUIDORA DE EQUIPAMENTOS LTDA,1,SQUADRA DO BRASIL DISTRI [F2279]
30082076000174,ABSOLUTA SAUDE IMP. EXP. E COMERCIO DE PRODUTOS PARA SAUDE LTDA,655,ABSOLUTA SAUDE IMP. EXP. [F2280]
30109731000130,IMPACTO MED EIRELI,35,IMPACTO MED EIRELI [F2281]
30140796000149,SAM FARMA COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS LTDA,10,SAM FARMA COMERCIO VAREJ [F2282]
30153811000193,GUERBET IMAGEM DO BRASIL LTDA,1,GUERBET IMAGEM DO BRASIL [F2283]
30153811000436,GUERBET IMAGEM DO BRASIL LTDA,3,GUERBET IMAGEM DO BRASIL [F2284]
30203451000197,VILHEMED COM. ATACADISTA E VAREJISTA DE INSTRUMENTOS E MATERIAIS PARA USO MEDICO LTDA,95,VILHEMED COM. ATACADISTA [F2285]
30217256000116,EMANUEL DE A PEREIRA LTDA,1,EMANUEL DE A PEREIRA LTD [F2286]
30222814000131,VITAMEDIC INDUSTRIA FARMACEUTICA LTDA,10,VITAMEDIC INDUSTRIA FARM [F2287]
30223022000181,MULTI CLINICA CATARINA LTDA.,1,MULTI CLINICA CATARINA L [F2288]
30226102000190,SAO LUCAS DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS E HOSPITALARES LTDA,29,SAO LUCAS DISTRIBUIDORA  [F2289]
30245939000187,SOLMED HOSPITALAR LTDA,1,SOLMED HOSPITALAR LTDA [F2290]
30249069000114,BRASIL DISTRIBUIDORA DE MEDICAMENTOS E EQUIPAMENTOS HOSPITALARES LTDA,249,BRASIL DISTRIBUIDORA DE  [F2291]
30284338000183,BMA-BRASIL MARCAS ATACADISTA LTDA,1,BMA-BRASIL MARCAS ATACAD [F2292]
30289820000106,R4 COMERCIO DE MEDICAMENTOS LTDA,11,R4 COMERCIO DE MEDICAMEN [F2293]
30313649000123,SERRANA DISTRIBUIDORA LTDA,2,SERRANA DISTRIBUIDORA LT [F2294]
30322475000165,DOCTORMED COMERCIAL LTDA,3,DOCTORMED COMERCIAL LTDA [F2295]
30323616000164,QUICKBUM E-COMMERCE LTDA,11,QUICKBUM E-COMMERCE LTDA [F2296]
30337889000168,ALFA COMERCIO DE PRODUTOS HOSPITALARES LTDA,8,ALFA COMERCIO DE PRODUTO [F2297]
30450392000151,KAIROS HOSPITALAR DISTRIBUIDORA DE MEDICAMENTOS LTDA,1,KAIROS HOSPITALAR DISTRI [F2298]
30461442000104,PRECISION COMERCIAL DISTRIBUIDORA DE PRODUTOS MEDICO HOSPITALARES LTDA,13,PRECISION COMERCIAL DIST [F2299]
30471311000108,ALFA CURATIVOS LTDA,3,ALFA CURATIVOS LTDA [F2300]
30490772000110,LIFECENTER COMERCIO DE PRODUTOS PARA SAUDE LTDA,5,LIFECENTER COMERCIO DE P [F2301]
30511964000165,"MEDICAL COMERCIO, IMPORTACAO E EXPORTACAO LTDA",1043,"MEDICAL COMERCIO, IMPORT [F2302]"
30518247000165,EXCELMED DISTRIBUIDORA DE MATERIAIS MEDICOS E ODONTOLOGICOS LTDA,2,EXCELMED DISTRIBUIDORA D [F2303]
30518878000184,MEDIC & NUTRE COMERCIO LTDA,28,MEDIC & NUTRE COMERCIO L [F2304]
30526342000100,MKM DISTRIBUIDORA DE MEDICAMENTOS LTDA,25,MKM DISTRIBUIDORA DE MED [F2305]
30535468000141,FIVE MED DISTRIBUIDORA DE MEDICAMENTOS LTDA,187,FIVE MED DISTRIBUIDORA D [F2306]
30540358000178,BIOGRAM COMERCIO DE INSUMOS FARMACEUTICOS LTDA,10,BIOGRAM COMERCIO DE INSU [F2307]
30547487000198,DISTRIBUIDORA DE MEDICAMENTOS BOEING LTDA,526,DISTRIBUIDORA DE MEDICAM [F2308]
30553090000109,E.M. SERVICOS EM SAUDE E DIAGNOSTICO CLINICOS LABORATORIAIS LTDA,9,E.M. SERVICOS EM SAUDE E [F2309]
30553793000137,JASMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,63,JASMED DISTRIBUIDORA DE  [F2310]
30554501000180,RIO AMAZONAS COMERCIO E DISTRIBUICAO DE MEDICAMENTOS LTDA,6,RIO AMAZONAS COMERCIO E  [F2311]
30557974000131,C&W COMERCIO EM GERAL LTDA,11,C&W COMERCIO EM GERAL LT [F2312]
30571825000127,PDL NETO COMERCIO ATACADISTA DE MEDICAMENTOS LTDA,182,PDL NETO COMERCIO ATACAD [F2313]
30572915000132,BCPHARMA COMERCIO DE MEDICAMENTOS LTDA,22,BCPHARMA COMERCIO DE MED [F2314]
30584194000180,CROMO COMERCIO E DISTRIBUICAO DE MATERIAIS ODONTO-MEDICO HOSPITALARES LTDA.,12,CROMO COMERCIO E DISTRIB [F2315]
30584194000261,CROMO COMERCIO E DISTRIBUICAO DE MATERIAIS ODONTO-MEDICO HOSPITALARES LTDA.,2,CROMO COMERCIO E DISTRIB [F2316]
30597921000144,IS 8 INTERNATIONAL SUPPLIES IMPORTACAO E COMERCIO DE PRODUTOS HOSPITALARES LTDA,12,IS 8 INTERNATIONAL SUPPL [F2317]
30641249000147,FABIO LUIZ BORGES - MEDICAMENTOS,129,FABIO LUIZ BORGES - MEDI [F2318]
30644818000108,CALMED DISTRIBUIDORA E SERVICOS TECNICOS LTDA,11,CALMED DISTRIBUIDORA E S [F2319]
30667695000120,HARTMANN INDUSTRIA E COMERCIO DE PRODUTOS MEDICO-HOSPITALARES LTDA,5,HARTMANN INDUSTRIA E COM [F2320]
30679381000148,DISTRIBUIDORA LIMPOLI LTDA,3,DISTRIBUIDORA LIMPOLI LT [F2321]
30680100000177,JTH COMERCIO LTDA,2,JTH COMERCIO LTDA [F2322]
30684458000178,M. DOS S. VICENTE,2,M. DOS S. VICENTE [F2323]
30698093000130,GOLD DISTRIBUIDORA LTDA,6,GOLD DISTRIBUIDORA LTDA [F2324]
30713471000108,FARMACIA MOURA LTDA,127,FARMACIA MOURA LTDA [F2325]
30728087000189,MBT COMERCIO HOSPITALAR LTDA,4,MBT COMERCIO HOSPITALAR  [F2326]
30737387000124,ONCOSUL DISTRIBUIDORA DE MEDICAMENTO LTDA,2,ONCOSUL DISTRIBUIDORA DE [F2327]
30754325000120,MEDSI DISTRIBUIDORA DE MEDICAMENTOS LTDA,125,MEDSI DISTRIBUIDORA DE M [F2328]
30766874000115,CIRURGICA PARANAVAI LTDA,432,CIRURGICA PARANAVAI LTDA [F2329]
30778749000125,G.P. VEZONO LTDA,3,G.P. VEZONO LTDA [F2330]
30788967000140,C. O DE SOUZA,24,C. O DE SOUZA [F2331]
30815452000192,ANKER DISTRIBUIDORA LTDA,2,ANKER DISTRIBUIDORA LTDA [F2332]
30831921000167,ARAMIS GORZIZA SILVA,22,ARAMIS GORZIZA SILVA [F2333]
30859081000140,EIDIANE ALVES SANTANA,17,EIDIANE ALVES SANTANA [F2334]
30860667000125,ANA P. BRITO DE ALMEIDA LTDA,6,ANA P. BRITO DE ALMEIDA  [F2335]
30881804000108,MAGNUS MED COMERCIO DE PRODUTOS HOSPITALARES E MEDICAMENTOS LTDA,161,MAGNUS MED COMERCIO DE P [F2336]
30888187000172,PEROLA IMPORTADORA E DISTRIBUIDORA HOSPITALAR LTDA,198,PEROLA IMPORTADORA E DIS [F2337]
30899292000107,PROTMAIS EQUIPAMENTOS DE SAUDE E PROTECAO LTDA,1,PROTMAIS EQUIPAMENTOS DE [F2338]
30936479000133,DORA MEDICAMENTOS LTDA,509,DORA MEDICAMENTOS LTDA [F2339]
30949099000133,VFB BRASIL LTDA,178,VFB BRASIL LTDA [F2340]
30974186000140,ONCO LOG MEDICAMENTOS ESPECIAIS LTDA,2,ONCO LOG MEDICAMENTOS ES [F2341]
30976726000125,SOARES & MARINS.PAES LTDA,3,SOARES & MARINS.PAES LTD [F2342]
30981531000173,HM CIRURGICA LTDA,333,HM CIRURGICA LTDA [F2343]
30984346000132,DISTRIBUIDORA KLEAN LTDA,2,DISTRIBUIDORA KLEAN LTDA [F2344]
31009591000191,GLOBOMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,57,GLOBOMED DISTRIBUIDORA D [F2345]
31030858000122,MEDIC LIFE DISTRIBUIDORA DE MEDICAMENTOS LTDA,47,MEDIC LIFE DISTRIBUIDORA [F2346]
31085156000146,MACMED SOLUCOES EM SAUDE LTDA.,48,MACMED SOLUCOES EM SAUDE [F2347]
31097402000180,ADL MED COMERCIO DE MEDICAMENTOS LTDA,137,ADL MED COMERCIO DE MEDI [F2348]
31097573000109,SHOPMED BRASIL COMERCIO DE MEDICAMENTOS LTDA,7,SHOPMED BRASIL COMERCIO  [F2349]
31107292000190,MARCIA VEIGA NEVES - SERVICOS DE ODONTOLOGIA LTDA,1,MARCIA VEIGA NEVES - SER [F2350]
31111756000131,ALEXANDRE SOUSA DA SILVA DROGARIA,28,ALEXANDRE SOUSA DA SILVA [F2351]
31116239000155,DENTSPLY INDUSTRIA E COMERCIO LIMITADA,2,DENTSPLY INDUSTRIA E COM [F2352]
31123992000178,MR MED COMERCIO DE PRODUTOS HOSPITALARES LTDA,17,MR MED COMERCIO DE PRODU [F2353]
31131938000174,MEDIC PRODUTOS PARA SAUDE LTDA,2,MEDIC PRODUTOS PARA SAUD [F2354]
31133295000106,FACIOLI & FACIOLI COMERCIO DE PRODUTOS HOSPITALARES LTDA,12,FACIOLI & FACIOLI COMERC [F2355]
31146994000182,ASIA INDUSTRIA E IMPORTACAO DE EQUIPAMENTOS E MAQUINAS LTDA,9,ASIA INDUSTRIA E IMPORTA [F2356]
31151224000128,ANJOMEDI DISTRIBUIDORA DE MEDICAMENTOS LTDA,184,ANJOMEDI DISTRIBUIDORA D [F2357]
31187918000115,ALLFAMED COMERCIO ATACADISTA DE MEDICAMENTOS LTDA,2738,ALLFAMED COMERCIO ATACAD [F2358]
31219338000162,JLF DISTRIBUIDORA DE MEDICAMENTOS LTDA,7,JLF DISTRIBUIDORA DE MED [F2359]
31230522000103,ANA CAROLINA A DE A RUELLA,3,ANA CAROLINA A DE A RUEL [F2360]
