fornecedor_id,fornecedor,ocorrencias,rotulo
35301424000170,AOL MEDICAL COMERCIO DE MEDICAMENTOS E MATERIAIS MEDICOS E HOSPITALARES LTDA,7,AOL MEDICAL COMERCIO DE  [F2628]
35310181000137,ERFARMA COMERCIO DE MEDICAMENTOS LTDA,13,ERFARMA COMERCIO DE MEDI [F2629]
35310607000152,CLEAN MED DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,11,CLEAN MED DISTRIBUIDORA  [F2630]
35335996000170,C. OLIVEIRA PINTO JUNIOR LTDA,8,C. OLIVEIRA PINTO JUNIOR [F2631]
35369804000147,OMEGA DISTRIBUIDORA DE MEDICAMENTOS LTDA,75,OMEGA DISTRIBUIDORA DE M [F2632]
35370125000198,NPMEDICAL PRODUTOS MEDICOS E HOSPITALARES LTDA,7,NPMEDICAL PRODUTOS MEDIC [F2633]
35379987000181,PEDRO CARLOS MONTAGNANE MARTINI,1,PEDRO CARLOS MONTAGNANE  [F2634]
35381312000177,APARECIDA MORTARI AGUILLAR DE PAIVA,3,APARECIDA MORTARI AGUILL [F2635]
35457889000115,R. BELMIRO LTDA,25,R. BELMIRO LTDA [F2636]
35472743000149,HEALTH DISTRIBUIDORA DE MEDICAMENTOS LTDA,561,HEALTH DISTRIBUIDORA DE  [F2637]
35473398000168,SOUZAMED IMPORTADORA E DISTRIBUIDORA HOSPITALAR LTDA,7,SOUZAMED IMPORTADORA E D [F2638]
35474953000176,LAMED COMERCIO E REPRESENTACAO LTDA.,53,LAMED COMERCIO E REPRESE [F2639]
35496391000161,JOSIANE POCIDONIO PEREIRA LTDA,1,JOSIANE POCIDONIO PEREIR [F2640]
35514416000102,QUALIMMED - COMERCIO ATACADISTA DE MEDICAMENTOS E MATERIAIS HOSPITALARES LTDA,4,QUALIMMED - COMERCIO ATA [F2641]
35517881000105,MEDICAR MED LTDA,95,MEDICAR MED LTDA [F2642]
35626812000121,ATLANTICO BC PRODUTOS PARA SAUDE LTDA,80,ATLANTICO BC PRODUTOS PA [F2643]
35633493000181,MARY LUCIA ANTONELLO LTDA,1,MARY LUCIA ANTONELLO LTD [F2644]
35676420000177,ONIX FARMA PRODUTOS HOSPITALARES LTDA,17,ONIX FARMA PRODUTOS HOSP [F2645]
35687208000105,PETBONE COMERCIO E INDUSTRIA DE ARTIGOS PARA ANIMAIS LTDA,1,PETBONE COMERCIO E INDUS [F2646]
35706397000116,"E.C.S. TECNOLOGIA EM SAUDE, COMERCIO, IMPORTACAO E EXPORTACAO LTDA",1,E.C.S. TECNOLOGIA EM SAU [F2647]
35741003000160,D3 BRAZIL SUPRIMENTOS LTDA,29,D3 BRAZIL SUPRIMENTOS LT [F2648]
35753111000153,NORD PRODUTOS EM SAUDE LTDA,90,NORD PRODUTOS EM SAUDE L [F2649]
35785276000107,LUCIANO SERGIO GUIMARAES DE SA BARRETO,1,LUCIANO SERGIO GUIMARAES [F2650]
35797782000116,TERAMED PRODUTOS PARA SAUDE LTDA,1,TERAMED PRODUTOS PARA SA [F2651]
35810917000136,EXATA SUPRIMENTOS MEDICOS LTDA,1,EXATA SUPRIMENTOS MEDICO [F2652]
35848045000103,PRINCE MED DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,1,PRINCE MED DISTRIBUIDORA [F2653]
35854326000160,MULTIMED COMERCIO DE MATERIAL HOSPITALAR LTDA,1,MULTIMED COMERCIO DE MAT [F2654]
35854418000140,AGRESTEMED COMERCIO DE PRODUTOS MEDICOS HOSPITALARES LTDA,334,AGRESTEMED COMERCIO DE P [F2655]
35880234000155,D M COMERCIAL MEDICA LTDA,434,D M COMERCIAL MEDICA LTD [F2656]
35900411000118,DIGNA COMERCIO DE PRODUTOS MEDICOS HOSPITALARES LTDA,11,DIGNA COMERCIO DE PRODUT [F2657]
35909317000120,IBITURUNA COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,4,IBITURUNA COMERCIO DE PR [F2658]
35927779000170,T A - INDUSTRIA E FACCAO DE ARTIGOS PARA O VESTUARIO LTDA,1,T A - INDUSTRIA E FACCAO [F2659]
35934545000150,MA COMERCIO DE PRODUTOS PARA SAUDE LTDA,8,MA COMERCIO DE PRODUTOS  [F2660]
35937997000195,BIOMULT DISTRIBUIDORA DE MEDICAMENTOS LTDA,45,BIOMULT DISTRIBUIDORA DE [F2661]
35959514000153,TOLESUL DISTRIBUIDORA DE MEDICAMENTOS LTDA,590,TOLESUL DISTRIBUIDORA DE [F2662]
35979061000127,MEDIC LAR COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,17,MEDIC LAR COMERCIO DE PR [F2663]
35997345000146,HOSPIDROGAS COMERCIO DE PRODUTOS HOSPITALARES LTDA,1179,HOSPIDROGAS COMERCIO DE  [F2664]
36028477000122,HIPERFAR MATERIAIS HOSPITALAR E MEDICAMENTOS LTDA,77,HIPERFAR MATERIAIS HOSPI [F2665]
36078616000122,W M COMERCIO E REPRESENTACOES HOSPITALAR LTDA,11,W M COMERCIO E REPRESENT [F2666]
36090736000145,SALVIOLI INDUSTRIA E COMERCIO LTDA,6,SALVIOLI INDUSTRIA E COM [F2667]
36099392000135,APOTEK DISTRIBUIDORA DE MEDICAMENTOS E MATERIAIS HOSPITALARES LTDA,476,APOTEK DISTRIBUIDORA DE  [F2668]
36121635000194,CG HOSPITALAR DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,90,CG HOSPITALAR DISTRIBUID [F2669]
36146166000168,MEDICAL.COM DISTRIBUIDORA DE MEDICAMENTOS LTDA,17,MEDICAL.COM DISTRIBUIDOR [F2670]
36148696000145,CANNABR DISTRIBUIDORA DE MEDICAMENTOS LTDA,10,CANNABR DISTRIBUIDORA DE [F2671]
36169491000146,NOVA CIRURGICA COMERCIO DE PRODUTOS HOSPITALARES LTDA,26,NOVA CIRURGICA COMERCIO  [F2672]
36178933000110,AMAZONIA MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA,183,AMAZONIA MEDICAMENTOS E  [F2673]
36181473000180,BIDDEN COMERCIAL LTDA.,1,BIDDEN COMERCIAL LTDA. [F2674]
36191620000100,MS HOSPITALAR LTDA,429,MS HOSPITALAR LTDA [F2675]
36280113000135,REPROMED COMERCIO E REP DE MATERIAL HOSPITALAR LTDA,1,REPROMED COMERCIO E REP  [F2676]
36325157000134,COSTA CAMARGO COM. DE PRODUTOS HOSPITALARES LTDA,677,COSTA CAMARGO COM. DE PR [F2677]
36325157000215,COSTA CAMARGO COM. DE PRODUTOS HOSPITALARES LTDA,129,COSTA CAMARGO COM. DE PR [F2678]
36327075000129,FORTCLEAN COMERCIO DE EQUIPAMENTOS LTDA,10,FORTCLEAN COMERCIO DE EQ [F2679]
36335560000144,OLIVEIRA E FEITOSA LTDA,4,OLIVEIRA E FEITOSA LTDA [F2680]
36392321000126,"IS7 IMPORTACAO, EXPORTACAO E COMERCIO LTDA",8,"IS7 IMPORTACAO, EXPORTAC [F2681]"
36403055000190,MLJ DISTRIBUIDORA LTDA,2,MLJ DISTRIBUIDORA LTDA [F2682]
36412960000106,M3 CARE SERVICO E COMERCIO DE MATERIAS HOSPITALARES LTDA,1,M3 CARE SERVICO E COMERC [F2683]
36441185000117,OK BIOTECH COMERCIO E DISTRIBUICAO DE MATERIAIS ODONTO-MEDICO HOSPITALARES LTDA.,9,OK BIOTECH COMERCIO E DI [F2684]
36452002000169,MASSAR PROTECAO E HIGIENE LTDA,1,MASSAR PROTECAO E HIGIEN [F2685]
36463309000165,ERGINO FERREIRA CISCATI JUNIOR,2,ERGINO FERREIRA CISCATI  [F2686]
36514912000129,NEILA MEDEIROS SALGADO,7,NEILA MEDEIROS SALGADO [F2687]
36577844000147,MEDICAL TECH COMERCIO E REPRESENTACAO COMERCIAL DE EQUIPAMENTOS E SUPRIMENTOS MEDICOS LTDA,78,MEDICAL TECH COMERCIO E  [F2688]
36602953000177,DIOMA PRODUTOS MEDICOS HOSPITALARES LTDA,1,DIOMA PRODUTOS MEDICOS H [F2689]
36629597000185,SAFRAMED HOSPITALAR LTDA,621,SAFRAMED HOSPITALAR LTDA [F2690]
36657293000121,AGM BIDDING COMERCIAL LTDA,5,AGM BIDDING COMERCIAL LT [F2691]
36685847000102,IREMEDFARMA DISTRIBUIDORA HOSPITALAR LTDA,25,IREMEDFARMA DISTRIBUIDOR [F2692]
36730875000196,ALIANCA DISTRIBUIDORA DE MEDICAMENTOS LTDA,12,ALIANCA DISTRIBUIDORA DE [F2693]
36731457000113,ROTA DISTRIBUIDORA LTDA,6,ROTA DISTRIBUIDORA LTDA [F2694]
36757380000150,MEDSANTA COMERCIO DE MEDICAMENTOS E MATERIAIS MEDICOS LTDA,116,MEDSANTA COMERCIO DE MED [F2695]
36758579000101,HIGIAL INDUSTRIA QUIMICA LTDA,3,HIGIAL INDUSTRIA QUIMICA [F2696]
36770905000198,"DRA. ANGELA DIERK, FARMACEUTICA ESTETA LTDA",2,"DRA. ANGELA DIERK, FARMA [F2697]"
36780625000160,DROGARIA ALEGRIA LTDA,1,DROGARIA ALEGRIA LTDA [F2698]
36830917000160,C&C HOSPITALAR LTDA,37,C&C HOSPITALAR LTDA [F2699]
36846568000175,IMPERIO MEDICAMENTOS E MATERIAL HOSPITALARES LTDA,502,IMPERIO MEDICAMENTOS E M [F2700]
36940761000170,GREENCARE PHARMA COMERCIO ATACADISTA DE MEDICAMENTOS E COSMETICOS LTDA.,7,GREENCARE PHARMA COMERCI [F2701]
36945737000124,AC MED DISTRIBUIDORA SOCIEDADE LTDA,743,AC MED DISTRIBUIDORA SOC [F2702]
36946199000192,ESQUADRIAS DESIGNERINOX LTDA,1,ESQUADRIAS DESIGNERINOX  [F2703]
36958637000132,MEDKA DISTRIBUIDORA HOSPITALAR LTDA,86,MEDKA DISTRIBUIDORA HOSP [F2704]
36979350000199,BF DE ANDRADE HOSPITALAR LTDA,2,BF DE ANDRADE HOSPITALAR [F2705]
36997011000135,TOTAL SERVICOS HOSPITALARES E PRODUTOS LTDA,3,TOTAL SERVICOS HOSPITALA [F2706]
36999842000146,EQUIPSUL COMERCIO E ASSISTENCIA TECNICA DE EQUIPAMENTOS A SAUDE LTDA,2,EQUIPSUL COMERCIO E ASSI [F2707]
37029855000155,REINALDO FARMA LTDA,61,REINALDO FARMA LTDA [F2708]
37052250000185,INVICTO COMERCIO DE PRODUTOS PARA SAUDE LTDA,7,INVICTO COMERCIO DE PROD [F2709]
37053176000111,HGM DISTRIBUICAO DE PRODUTOS MEDICOS HOSPITALARES LTDA,100,HGM DISTRIBUICAO DE PROD [F2710]
37055977000116,BRASVAL COMERCIO E REPRESENTACOES LTDA,3,BRASVAL COMERCIO E REPRE [F2711]
37070092000196,DISTRIBUIMED - DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,1,DISTRIBUIMED - DISTRIBUI [F2712]
37107761000157,PMW COMERCIO DE PRODUTOS HOSPITALARES LTDA,5,PMW COMERCIO DE PRODUTOS [F2713]
37109539000193,C3 HEALTH SUPRIMENTOS MEDICOS E HOSPITALARES LTDA,1,C3 HEALTH SUPRIMENTOS ME [F2714]
37117510000153,IRMAOS LIMA COLE PRODUTOS FARMACEUTICOS LTDA,3,IRMAOS LIMA COLE PRODUTO [F2715]
37121913000176,LEPHARMA COMERCIO DE MATERIAIS E MEDICAMENTOS LTDA,4,LEPHARMA COMERCIO DE MAT [F2716]
37124240000108,FARMAUSA PHARMACEUTICAL LTDA.,2,FARMAUSA PHARMACEUTICAL  [F2717]
37132890000103,ESPACO NUTRICAO COMERCIO DE SUPLEMENTOS LTDA,3,ESPACO NUTRICAO COMERCIO [F2718]
37140339000101,A.L.V. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,24,A.L.V. DISTRIBUIDORA DE  [F2719]
37141903000100,MEDBOX DISTRIBUIDORA DE MEDICAMENTOS E MATERIAL HOSPITALAR LTDA,20,MEDBOX DISTRIBUIDORA DE  [F2720]
37154876000100,TYTO SAUDE LTDA,1,TYTO SAUDE LTDA [F2721]
37156206000115,DISTRIBUIDORA DE MEDICAMENTOS E DROGARIA 23 LTDA,93,DISTRIBUIDORA DE MEDICAM [F2722]
37164646000114,G2V COMERCIAL LTDA,2,G2V COMERCIAL LTDA [F2723]
37174427000116,AB MED DISTRIBUICAO DE MEDICAMENTOS LTDA,70,AB MED DISTRIBUICAO DE M [F2724]
37174625000260,MODENA PRODUTOS E SOLUCOES PARA SAUDE LTDA,14,MODENA PRODUTOS E SOLUCO [F2725]
37182085000186,NEGI EQUIPAMENTOS HOSPITALARES LTDA,9,NEGI EQUIPAMENTOS HOSPIT [F2726]
37205854000114,M B DE ARAUJO XAVIER - MBX PRODUTOS MEDICOS HOSPITALARES E ODONTOLOGICOS,195,M B DE ARAUJO XAVIER - M [F2727]
37206499000106,QUALITY COMERCIO DE ARTIGOS HOSPITALARES LTDA,11,QUALITY COMERCIO DE ARTI [F2728]
37218409000199,DICOME SOLUCOES HOSPITALARES LTDA,8,DICOME SOLUCOES HOSPITAL [F2729]
37240147000169,MMR COMERCIO E SERVICOS LTDA,7,MMR COMERCIO E SERVICOS  [F2730]
37252719000120,JRA HOSPITALAR LTDA,2,JRA HOSPITALAR LTDA [F2731]
37260261000150,MEDICAL SYSTEM BRASIL IMPORTACAO E COMERCIO DE PRODUTOS MEDICOS LTDA,2,MEDICAL SYSTEM BRASIL IM [F2732]
37262133000146,ELITE SOLUCOES EMPRESARIAIS LTDA,4,ELITE SOLUCOES EMPRESARI [F2733]
37265248000194,DMD EQUIPAMENTOS LTDA,1,DMD EQUIPAMENTOS LTDA [F2734]
37297457000110,NOVA SAUDE COMERCIO LTDA,44,NOVA SAUDE COMERCIO LTDA [F2735]
37333393000165,SEMINA INSUMOS ESTRATEGICOS LTDA,1,SEMINA INSUMOS ESTRATEGI [F2736]
37348946000153,OG MED EQUIPAMENTOS DE PROTECAO LTDA,1,OG MED EQUIPAMENTOS DE P [F2737]
37364487000100,SANPE PCD LTDA,17,SANPE PCD LTDA [F2738]
37365601000108,OLIVEIRA INDUSTRIA E COMERCIO LTDA,1,OLIVEIRA INDUSTRIA E COM [F2739]
37374797000105,PONTOMEDI DISTRIBUIDORA DE MEDICAMENTOS LTDA,113,PONTOMEDI DISTRIBUIDORA  [F2740]
37396017000110,MEDCOMERCE COMERCIAL DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA,1,MEDCOMERCE COMERCIAL DE  [F2741]
37397169000137,H&E EQUIPAMENTOS DE PROTECAO INDIVIDUAL DO BRASIL LTDA,1,H&E EQUIPAMENTOS DE PROT [F2742]
37407347000163,NEWARIS LIFESCIENCES LTDA,4,NEWARIS LIFESCIENCES LTD [F2743]
37416741000168,M K P LADISLAU,22,M K P LADISLAU [F2744]
37454703000108,MFMED DISTRIBUIDORA DE MEDICAMENTOS E SERVICOS LTDA,3,MFMED DISTRIBUIDORA DE M [F2745]
37462691000155,NEW MEDIC - COMERCIO REPARACAO E REPRESENTACAO DE EQUIPAMENTOS MEDICOS HOSPITALAR LTDA,1,NEW MEDIC - COMERCIO REP [F2746]
37509082000104,MSO BIOMED PRODUTOS LABORATORIAIS LTDA,2,MSO BIOMED PRODUTOS LABO [F2747]
37556213000104,AHCOR COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA,156,AHCOR COMERCIO DE PRODUT [F2748]
37573425000108,DIMED COMERCIO E SERVICOS LTDA,5,DIMED COMERCIO E SERVICO [F2749]
37573478000110,STAR MEDICAMENTOS E MATERIAL HOSPITALAR LTDA,124,STAR MEDICAMENTOS E MATE [F2750]
37585703000139,HIGIA FABRICACAO DE ACESSORIOS PARA SEGURANCA LTDA,1,HIGIA FABRICACAO DE ACES [F2751]
37626154000101,LAVIE HOSPITALAR LTDA,3,LAVIE HOSPITALAR LTDA [F2752]
37652650000121,TOP HOUSE COMERCIO E FABRICACAO DE COLCHOES LTDA,3,TOP HOUSE COMERCIO E FAB [F2753]
37676047000180,ROSAFARM DISTRIBUIDORA DE MEDICAMENTOS LTDA,171,ROSAFARM DISTRIBUIDORA D [F2754]
37714493000131,FARMAMED COMERCIO DE MEDICAMENTOS LTDA,40,FARMAMED COMERCIO DE MED [F2755]
37730050000134,MEDCOM SAUDE DENTALMEDICA COMERCIO E DISTRIBUIDORA DE MEDICAMENTOS E MATERIAIS HOSPITALARES LTDA,284,MEDCOM SAUDE DENTALMEDIC [F2756]
37778759000100,CWBCARE PRODUTOS MEDICO HOSPITALARES LTDA,130,CWBCARE PRODUTOS MEDICO  [F2757]
37844479000152,BIOLINE FIOS CIRURGICOS LTDA,44,BIOLINE FIOS CIRURGICOS  [F2758]
37844754000138,W. ARAUJO DISTRIBUIDORA DE MEDICAMENTOS LTDA,89,W. ARAUJO DISTRIBUIDORA  [F2759]
37882886000154,VERDE DISTRIBUIDORA DE MEDICAMENTOS LTDA,110,VERDE DISTRIBUIDORA DE M [F2760]
37885137000180,AMB DISTRIBUIDORA DE MEDICAMENTO E MATERIAIS HOSPITALARES LTDA,7,AMB DISTRIBUIDORA DE MED [F2761]
37914402000101,LCP COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,8,LCP COMERCIO DE PRODUTOS [F2762]
37920081000158,PONTES E GUEDES DISTRIBUIDORA DE MEDICAMENTOS LTDA,76,PONTES E GUEDES DISTRIBU [F2763]
37931064000116,LEMED COMERCIO DE MATERIAL E MEDICAMENTOS HOSPITALARES EIRELI,98,LEMED COMERCIO DE MATERI [F2764]
37955443000146,EDHMED EQUIPAMENTOS MEDICOS E HOSPITALARES LTDA.,1,EDHMED EQUIPAMENTOS MEDI [F2765]
37970604000170,C R VIEIRA PRODUTOS HOSPITALARES,38,C R VIEIRA PRODUTOS HOSP [F2766]
37999882000150,JESSIKA MAYARA LEITE AKUCEVIKUS FERREIRA 08112698929,1,JESSIKA MAYARA LEITE AKU [F2767]
38007920000104,V & V NUTRICAO HOSPITALAR LTDA,10,V & V NUTRICAO HOSPITALA [F2768]
38014290000103,ISABEL CRISTINA MORAES MARINHO E CIA LTDA,1687,ISABEL CRISTINA MORAES M [F2769]
38028373000143,R S LOBATO NETO LTDA,170,R S LOBATO NETO LTDA [F2770]
38049647000180,ANOVA PRODUTOS HOSPITALARES LTDA,1,ANOVA PRODUTOS HOSPITALA [F2771]
38049999000136,D MED DISTRIBUIDORA DE MATERIAL HOSPITALAR LTDA,3,D MED DISTRIBUIDORA DE M [F2772]
38051916000143,R2S MED DISTRIBUIDORA E REPRESENTACAO LTDA,1,R2S MED DISTRIBUIDORA E  [F2773]
38084429000187,A C COMERCIO ATACADISTA DE MEDICAMENTOS LTDA,247,A C COMERCIO ATACADISTA  [F2774]
38086197000104,JMX DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS E HOSPITALARES LTDA,28,JMX DISTRIBUIDORA DE PRO [F2775]
38098716000146,INTENSIMED COMERCIO DE INSTRUMENTOS E MAT. HOSPITALARES LTDA,1,INTENSIMED COMERCIO DE I [F2776]
38120208000117,PARANA MED COMERCIO ATACADISTA DE EQUIPAMENTO MEDICO E HOSPITALAR LTDA,14,PARANA MED COMERCIO ATAC [F2777]
38140640000170,A2 DISTRIBUIDORA BRASIL LTDA,71,A2 DISTRIBUIDORA BRASIL  [F2778]
38170314000105,LIDER DISTRIBUIDORA PRODUTOS HOSPITALARESLTDA,55,LIDER DISTRIBUIDORA PROD [F2779]
38201387000117,VWL DISTRIBUIDORA DE MEDICAMENTOS E MATERIAIS MEDICO-HOSPITALARES LTDA,52,VWL DISTRIBUIDORA DE MED [F2780]
38204744000109,D&M SAUDE LTDA,6,D&M SAUDE LTDA [F2781]
38259748000186,MIAMIMED PRODUTOS ODONTOLOGICOS LTDA,48,MIAMIMED PRODUTOS ODONTO [F2782]
38265219000195,DROGARIA FTB CENTRO LTDA,2,DROGARIA FTB CENTRO LTDA [F2783]
38292748000188,NASCIIMED DISTRIBUIDORA FARMACEUTICA EIRELI,1,NASCIIMED DISTRIBUIDORA  [F2784]
38295394000125,ESTRELA INDUSTRIA E COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA,2,ESTRELA INDUSTRIA E COME [F2785]
38329458000161,BIOMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,68,BIOMED DISTRIBUIDORA DE  [F2786]
38398257000116,PGSA COMERCIAL LTDA,2,PGSA COMERCIAL LTDA [F2787]
38405762000140,STAN COMERCIO DE PRODUTOS MEDICOS LTDA,7,STAN COMERCIO DE PRODUTO [F2788]
38408899000159,EQUIMED EQUIPAMENTOS MEDICOS HOSPITALARES LTDA,25,EQUIMED EQUIPAMENTOS MED [F2789]
38412815000150,INOVACAO DISTRIBUIDORA HOSPITALAR LTDA,868,INOVACAO DISTRIBUIDORA H [F2790]
38412948000127,UNIKA DISTRIBUIDORA DE MEDICAMENTOS LTDA,5,UNIKA DISTRIBUIDORA DE M [F2791]
38419205000189,CATIONLAB EQUIPAMENTOS E PRODUTOS PARA LABORATORIO LTDA,1,CATIONLAB EQUIPAMENTOS E [F2792]
38425512000172,MERCANTEX COMERCIO E REPRESENTACOES DE MATERIAL MEDICO HOSPITALAR LTDA,3,MERCANTEX COMERCIO E REP [F2793]
38441722000154,DROGARIA SULFARMES LTDA,3,DROGARIA SULFARMES LTDA [F2794]
38442572000101,JGO DROGARIA LTDA,5,JGO DROGARIA LTDA [F2795]
38460625000109,JGM PRODUTOS PARA SAUDE LTDA,1589,JGM PRODUTOS PARA SAUDE  [F2796]
38493577000155,LE VITTA MEDICAMENTOS ESPECIAIS LTDA,1,LE VITTA MEDICAMENTOS ES [F2797]
38510020000185,FARMACIA BS LTDA,3,FARMACIA BS LTDA [F2798]
38541446000104,VIAPHARMA COMERCIO DE PRODUTOS HOSPITALARES LTDA,7,VIAPHARMA COMERCIO DE PR [F2799]
38544763000176,FLORIVALDO MARTINS S.A.,1,FLORIVALDO MARTINS S.A. [F2800]
38613149000119,DENTAL ASTRAL PRODUTOS ODONTOLOGICOS LTDA,2,DENTAL ASTRAL PRODUTOS O [F2801]
38756680000140,DKT DO BRASIL PRODUTOS DE USO PESSOAL LTDA,1,DKT DO BRASIL PRODUTOS D [F2802]
38823439000197,VITALEEP DISTRIBUIDORA DE MEDICAMENTOS IMPORTADOS LTDA,2,VITALEEP DISTRIBUIDORA D [F2803]
38827087000148,MODERNA HOSPITALAR COMERCIO DE MATERIAIS MEDICOS E ORTOPEDICOS LTDA,70,MODERNA HOSPITALAR COMER [F2804]
38849493000101,LAUTZ - MATERIAIS PARA MTC E TERAPIAS ORIENTAIS LTDA,2,LAUTZ - MATERIAIS PARA M [F2805]
38909503000157,OPEM REPRESENTACAO IMPORTADORA EXPORTADORA E DISTR.LTDA,2,OPEM REPRESENTACAO IMPOR [F2806]
39032974000192,VIC PHARMA INDUSTRIA E COMERCIO LTDA,7,VIC PHARMA INDUSTRIA E C [F2807]
39151912000108,PAVA HOSPITALAR LTDA,3,PAVA HOSPITALAR LTDA [F2808]
39239472000137,MG35 ATACADO DA SAUDE LTDA,34,MG35 ATACADO DA SAUDE LT [F2809]
39241426000172,MELO COMERCIO DE MEDICAMENTOS E MATERIAIS HOSPITALAR LTDA,37,MELO COMERCIO DE MEDICAM [F2810]
39274005000148,UMSER COMERCIO IMPORTACAO E EXPORTACAO DE PRODUTOS MEDICOS HOSPITALARES LTDA,1,UMSER COMERCIO IMPORTACA [F2811]
39288518000108,RIO MATERIAIS LTDA,1,RIO MATERIAIS LTDA [F2812]
39309927000143,MED-SHOP COMERCIO DE PRODUTOS MEDICOS LTDA,4,MED-SHOP COMERCIO DE PRO [F2813]
39339941000190,SUEVIT DISTRIBUIDORA E IMPORTADORA HOSPITALAR LTDA,14,SUEVIT DISTRIBUIDORA E I [F2814]
39341555000132,"RG DISTRIBUIDORA, COMERCIO E SERVICOS LTDA",2,"RG DISTRIBUIDORA, COMERC [F2815]"
39344423000164,BLACK TSHIRT LICITACOES E ASSESSORIA LTDA,2,BLACK TSHIRT LICITACOES  [F2816]
39346590000144,KDN COMERCIO ATACADISTA LTDA,1,KDN COMERCIO ATACADISTA  [F2817]
39367194000101,INFINIT DISTRIBUIDORA LTDA,17,INFINIT DISTRIBUIDORA LT [F2818]
39402763000102,DROGARIA SANTA URSULA LTDA,5,DROGARIA SANTA URSULA LT [F2819]
39407358000179,DROGARIA PAI E FILHO LTDA,5,DROGARIA PAI E FILHO LTD [F2820]
39448478000114,DISTRIBUIDORA DE MEDICAMENTOS PARANA LTDA,69,DISTRIBUIDORA DE MEDICAM [F2821]
39499710000143,MEDICOM RIO FARMA LTDA,65,MEDICOM RIO FARMA LTDA [F2822]
39500536000101,FAROMED COMERCIO DE MATERIAIS HOSPITALARES LTDA,7,FAROMED COMERCIO DE MATE [F2823]
39509826000116,INNOVAKIR IMPORTACAO EM SAUDE LTDA,25,INNOVAKIR IMPORTACAO EM  [F2824]
39528472000157,COMERCIAL MONTANNA LTDA,3,COMERCIAL MONTANNA LTDA [F2825]
39556802000118,JMGOL HOSPITALAR LTDA,2,JMGOL HOSPITALAR LTDA [F2826]
39608346000102,DROGARIA CENTRO IPATINGA LTDA.,1,DROGARIA CENTRO IPATINGA [F2827]
39610184000147,CIRURGICA ASSIS DISTRIBUIDORA DE PRODUTOS PARA SAUDE LTDA,152,CIRURGICA ASSIS DISTRIBU [F2828]
39639612000164,RILAB HOSPITALAR LTDA,35,RILAB HOSPITALAR LTDA [F2829]
39655478000195,SEBOLD INDUSTRIA DE COSMETICOS LTDA,1,SEBOLD INDUSTRIA DE COSM [F2830]
39691295000125,MEDIAC MEDICAMENTOS E ACESSORIOS HOSPITALARES LTDA,806,MEDIAC MEDICAMENTOS E AC [F2831]
39707683000157,GTMED DISTRIBUIDORA DE MATERIAIS E EQUIPAMENTOS HOSPITALARES E ODONTOLOGICOS LTDA,112,GTMED DISTRIBUIDORA DE M [F2832]
39718543000184,DC MEDIC DISTRIBUIDORA LTDA,1,DC MEDIC DISTRIBUIDORA L [F2833]
39749232000182,FORCE FARMA DISTRIBUIDORA DE MEDICAMENTOS LTDA,153,FORCE FARMA DISTRIBUIDOR [F2834]
39835028000184,UNIAO NUTRICIONAL LTDA,9,UNIAO NUTRICIONAL LTDA [F2835]
39840107000183,MASTERMEDIC DISTRIBUIDORA LTDA,161,MASTERMEDIC DISTRIBUIDOR [F2836]
39904528000120,MASTERMED REPRESENTACOES LTDA,265,MASTERMED REPRESENTACOES [F2837]
39906592000140,COMERCIAL RIFARMA DE MEDICAMENTOS LTDA,56,COMERCIAL RIFARMA DE MED [F2838]
39966868000186,TECNOLMED GESTAO CLINICA LTDA,9,TECNOLMED GESTAO CLINICA [F2839]
39990138000110,TIMEH PRODUTOS HOSPITALARES LTDA,3,TIMEH PRODUTOS HOSPITALA [F2840]
40060710000121,JOAO VITOR RAMALHO DE OLIVEIRA FARMACIA,5,JOAO VITOR RAMALHO DE OL [F2841]
40061543000133,CREDPHARMA COMERCIO DE MEDICAMENTOS LTDA,15,CREDPHARMA COMERCIO DE M [F2842]
40069394000159,H G A COSTA COMERCIO DE ARTIGOS ODONTO-MEDICO-HOSPITALAR,9,H G A COSTA COMERCIO DE  [F2843]
40074135000116,ANA LUCIA LIMA ARAGAO DISTRIBUIDORA DE MEDICAMENTOS LTDA,88,ANA LUCIA LIMA ARAGAO DI [F2844]
40104849000120,SUPRAMED MATERIAL MEDICO HOSPITALAR LTDA,1,SUPRAMED MATERIAL MEDICO [F2845]
40117556000187,HAVI MATERIAL HOSPITALAR LTDA,1,HAVI MATERIAL HOSPITALAR [F2846]
40133906000107,NORTE SUL DISTRIBUIDORA LTDA,1,NORTE SUL DISTRIBUIDORA  [F2847]
40136720000101,DF2MED PRODUTOS HOSPITALARES LTDA,70,DF2MED PRODUTOS HOSPITAL [F2848]
