instituicao_id,instituicao,ocorrencias,rotulo
53300331000103,MUNICIPIO DE PARAPUA,9,MUNICIPIO DE PARAPUA [I0697]
53415717000160,MUNICIPIO DE OURINHOS,291,MUNICIPIO DE OURINHOS [I0698]
55356653000108,MUNICIPIO DE PRESIDENTE PRUDENTE,637,MUNICIPIO DE PRESIDENTE  [I0699]
56024581000156,MUNICIPIO DE RIBEIRAO PRETO,13,MUNICIPIO DE RIBEIRAO PR [I0700]
56901275000150,MUNICIPIO DE ARUJA,221,MUNICIPIO DE ARUJA [I0701]
57712473000139,SERVICO AUTONOMO MUNICIPAL DE SAUDE-SAMS,165,SERVICO AUTONOMO MUNICIP [I0702]
58200015000183,MUNICIPIO DE SANTOS,427,MUNICIPIO DE SANTOS [I0703]
63761944000100,MUNICIPIO DE GOVERNADOR JORGE TEIXEIRA,23,MUNICIPIO DE GOVERNADOR  [I0704]
63761969000103,MUNICIPIO DE CASTANHEIRAS,2,MUNICIPIO DE CASTANHEIRA [I0705]
63761993000215,MUNICIPIO DE SERINGUEIRAS,22,MUNICIPIO DE SERINGUEIRA [I0706]
63762009000150,MUNICIPIO DE NOVO HORIZONTE DO OESTE,99,MUNICIPIO DE NOVO HORIZO [I0707]
63762009000230,MUNICIPIO DE NOVO HORIZONTE DO OESTE,1293,MUNICIPIO DE NOVO HORIZO [I0708]
65712077000130,MUNICIPIO DE PONTALINDA,443,MUNICIPIO DE PONTALINDA [I0709]
66831959000187,MUNICIPIO DE SALTINHO,6,MUNICIPIO DE SALTINHO [I0710]
67662544000190,MUNICIPIO DE EMILIANOPOLIS,24,MUNICIPIO DE EMILIANOPOL [I0711]
68319748000195,MUNICIPIO DE GUATAPARA,30,MUNICIPIO DE GUATAPARA [I0712]
71989982000134,MUNICIPIO DE NOVA EUROPA,467,MUNICIPIO DE NOVA EUROPA [I0713]
72887078000180,MUNICIPIO DE VERA CRUZ,2,MUNICIPIO DE VERA CRUZ [I0714]
75352062000161,MUNICIPIO DE MUNHOZ DE MELLO,175,MUNICIPIO DE MUNHOZ DE M [I0715]
75368928000122,MUNICIPIO DE MAMBORE,312,MUNICIPIO DE MAMBORE [I0716]
75378844000170,MUNICIPIO DE GUAPOREMA,988,MUNICIPIO DE GUAPOREMA [I0717]
75388850000108,MUNICIPIO DE LEOPOLIS,58,MUNICIPIO DE LEOPOLIS [I0718]
75449579000173,MUNICIPIO DE RIBEIRAO CLARO,344,MUNICIPIO DE RIBEIRAO CL [I0719]
75587204000170,MUNICIPIO DE TERRA ROXA,97,MUNICIPIO DE TERRA ROXA [I0720]
75666131000101,MUNICIPIO DE BARRACAO,92,MUNICIPIO DE BARRACAO [I0721]
75687954000113,MUNICIPIO DE PAULA FREITAS,545,MUNICIPIO DE PAULA FREIT [I0722]
75731000000160,MUNICIPIO DE FLORAI,588,MUNICIPIO DE FLORAI [I0723]
75732057000184,MUNICIPIO DE CAMBE,424,MUNICIPIO DE CAMBE [I0724]
75741330000137,MUNICIPIO DE IVAIPORA,26,MUNICIPIO DE IVAIPORA [I0725]
75771204000125,MUNICIPIO DE JANDAIA DO SUL,52,MUNICIPIO DE JANDAIA DO  [I0726]
75771477000170,MUNICIPIO DE LONDRINA,25,MUNICIPIO DE LONDRINA [I0727]
75827204000108,MUNICIPIO DE NOVA AMERICA DA COLINA,351,MUNICIPIO DE NOVA AMERIC [I0728]
75845511000103,MUNICIPIO DE LUPIONOPOLIS,1216,MUNICIPIO DE LUPIONOPOLI [I0729]
75963256000101,MUNICIPIO DE RIO AZUL,460,MUNICIPIO DE RIO AZUL [I0730]
75967760000171,MUNICIPIO DE UNIAO DA VITORIA,300,MUNICIPIO DE UNIAO DA VI [I0731]
76002641000147,MUNICIPIO DE RIO NEGRO,15,MUNICIPIO DE RIO NEGRO [I0732]
76002658000102,MUNICIPIO DE CAMPO DO TENENTE,303,MUNICIPIO DE CAMPO DO TE [I0733]
76002666000140,MUNICIPIO DE PIEN,830,MUNICIPIO DE PIEN [I0734]
76017458000115,MUNICIPIO DE PARANAGUA,206,MUNICIPIO DE PARANAGUA [I0735]
76017474000108,MUNICIPIO DE GUARATUBA,185,MUNICIPIO DE GUARATUBA [I0736]
76020452000105,MUNICIPIO DA LAPA,1190,MUNICIPIO DA LAPA [I0737]
76020460000143,MUNICIPIO DE ANTONIO OLINTO,300,MUNICIPIO DE ANTONIO OLI [I0738]
76021450000122,MUNICIPIO DE SAO MATEUS DO SUL,952,MUNICIPIO DE SAO MATEUS  [I0739]
76105519000104,MUNICIPIO DE CONTENDA,549,MUNICIPIO DE CONTENDA [I0740]
76105543000135,MUNICIPIO DE SAO JOSE DOS PINHAIS,800,MUNICIPIO DE SAO JOSE DO [I0741]
76105550000137,MUNICIPIO DE MANDIRITUBA,291,MUNICIPIO DE MANDIRITUBA [I0742]
76105576000185,MUNICIPIO DE RIO BRANCO DO SUL,242,MUNICIPIO DE RIO BRANCO  [I0743]
76105584000121,MUNICIPIO DE TIJUCAS DO SUL,12,MUNICIPIO DE TIJUCAS DO  [I0744]
76105600000186,MUNICIPIO DE CAMPINA GRANDE DO SUL,623,MUNICIPIO DE CAMPINA GRA [I0745]
76105618000188,MUNICIPIO DE CAMPO LARGO,155,MUNICIPIO DE CAMPO LARGO [I0746]
76105634000170,MUNICIPIO DE COLOMBO,317,MUNICIPIO DE COLOMBO [I0747]
76105659000174,MUNICIPIO DE ALMIRANTE TAMANDARE,79,MUNICIPIO DE ALMIRANTE T [I0748]
76175926000180,MUNICIPIO DE CANDIDO DE ABREU,31,MUNICIPIO DE CANDIDO DE  [I0749]
76178011000128,MUNICIPIO DE PINHAO,20,MUNICIPIO DE PINHAO [I0750]
76179829000165,MUNICIPIO DE PALMEIRA,411,MUNICIPIO DE PALMEIRA [I0751]
76205640000108,MUNICIPIO DE DOIS VIZINHOS,762,MUNICIPIO DE DOIS VIZINH [I0752]
76205665000101,MUNICIPIO DE MARMELEIRO,355,MUNICIPIO DE MARMELEIRO [I0753]
76205707000104,MUNICIPIO DE SALTO DO LONTRA,333,MUNICIPIO DE SALTO DO LO [I0754]
76205970000195,MUNICIPIO DE LARANJEIRAS DO SUL,2,MUNICIPIO DE LARANJEIRAS [I0755]
76206457000119,MUNICIPIO DE SANTA HELENA,902,MUNICIPIO DE SANTA HELEN [I0756]
76206465000165,MUNICIPIO DE MATELANDIA,431,MUNICIPIO DE MATELANDIA [I0757]
76206606000140,MUNICIPIO DE FOZ DO IGUACU,41,MUNICIPIO DE FOZ DO IGUA [I0758]
76208479000118,MUNICIPIO DE ASSIS CHATEAUBRIAND,124,MUNICIPIO DE ASSIS CHATE [I0759]
76208487000164,MUNICIPIO DE PALOTINA,901,MUNICIPIO DE PALOTINA [I0760]
76238443000187,MUNICIPIO DE GUAIRACA,97,MUNICIPIO DE GUAIRACA [I0761]
76244961000103,MUNICIPIO DE IBIPORA,158,MUNICIPIO DE IBIPORA [I0762]
76247337000160,MUNICIPIO DE ICARAIMA,16,MUNICIPIO DE ICARAIMA [I0763]
76247345000106,MUNICIPIO DE TAPEJARA,121,MUNICIPIO DE TAPEJARA [I0764]
76247386000100,MUNICIPIO DE MARIA HELENA,660,MUNICIPIO DE MARIA HELEN [I0765]
76282664000152,MUNICIPIO DE PAICANDU,106,MUNICIPIO DE PAICANDU [I0766]
76282680000145,MUNICIPIO DE MARIALVA,866,MUNICIPIO DE MARIALVA [I0767]
76285329000108,MUNICIPIO DE MANDAGUACU,416,MUNICIPIO DE MANDAGUACU [I0768]
76288760000108,MUNICIPIO DE ROLANDIA,426,MUNICIPIO DE ROLANDIA [I0769]
76290709000130,MUNICIPIO DE ASSAI,81,MUNICIPIO DE ASSAI [I0770]
76309806000128,MUNICIPIO DE CIANORTE,2003,MUNICIPIO DE CIANORTE [I0771]
76331941000170,MUNICIPIO DE CORNELIO PROCOPIO,639,MUNICIPIO DE CORNELIO PR [I0772]
76381854000127,MUNICIPIO DE CRUZEIRO DO OESTE,233,MUNICIPIO DE CRUZEIRO DO [I0773]
76402882000183,MUNICIPIO DE JANIOPOLIS,43,MUNICIPIO DE JANIOPOLIS [I0774]
76404136000129,MUNICIPIO DE MARILUZ,208,MUNICIPIO DE MARILUZ [I0775]
76413061000142,MUNICIPIO DE NOVA ALIANCA DO IVAI,1,MUNICIPIO DE NOVA ALIANC [I0776]
76416866000140,SECRETARIA DE ESTADO DA SAUDE,1851,SECRETARIA DE ESTADO DA  [I0777]
76910900000138,MUNICIPIO DE JAGUARIAIVA,761,MUNICIPIO DE JAGUARIAIVA [I0778]
76950096000110,MUNICIPIO DE UBIRATA,18,MUNICIPIO DE UBIRATA [I0779]
76970300000165,MUNICIPIO DE NOSSA SENHORA DAS GRACAS,526,MUNICIPIO DE NOSSA SENHO [I0780]
76970359000153,MUNICIPIO DE ITAGUAJE,138,MUNICIPIO DE ITAGUAJE [I0781]
76970391000139,MUNICIPIO DE PARANAPOEMA,48,MUNICIPIO DE PARANAPOEMA [I0782]
76975259000110,MUNICIPIO DE SAO PEDRO DO PARANA,534,MUNICIPIO DE SAO PEDRO D [I0783]
76977768000181,MUNICIPIO DE PARANAVAI,115,MUNICIPIO DE PARANAVAI [I0784]
76995448000154,MUNICIPIO DE PATO BRANCO,14,MUNICIPIO DE PATO BRANCO [I0785]
77001311000108,MUNICIPIO DE CASTRO,122,MUNICIPIO DE CASTRO [I0786]
77116663000109,MUNICIPIO DE NOVA SANTA ROSA,247,MUNICIPIO DE NOVA SANTA  [I0787]
77721363000140,MUNICIPIO DE ORTIGUEIRA,15,MUNICIPIO DE ORTIGUEIRA [I0788]
77816510000166,MUNICIPIO DE FRANCISCO BELTRAO,981,MUNICIPIO DE FRANCISCO B [I0789]
77877116000138,MUNICIPIO DE TUPASSI,119,MUNICIPIO DE TUPASSI [I0790]
78092293000171,MUNICIPIO DE SANTA INES,255,MUNICIPIO DE SANTA INES [I0791]
78121936000168,MUNICIPIO DE TRES BARRAS DO PARANA,2,MUNICIPIO DE TRES BARRAS [I0792]
78121985000109,MUNICIPIO DE BOA VISTA DA APARECIDA,344,MUNICIPIO DE BOA VISTA D [I0793]
78279973000107,MUNICIPIO DE TURVO,93,MUNICIPIO DE TURVO [I0794]
78956513000168,AUTARQUIA MUNICIPAL DE SAUDE DE APUCARANA A M S,1210,AUTARQUIA MUNICIPAL DE S [I0795]
79151312000156,UNIVERSIDADE ESTADUAL DE MARINGA,1,UNIVERSIDADE ESTADUAL DE [I0796]
80257355000108,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,1387,UNIVERSIDADE ESTADUAL DE [I0797]
80905706000131,FUNDO MUNICIPAL DE SAUDE,2654,FUNDO MUNICIPAL DE SAUDE [I0798]
80909617000163,MUNICIPIO DE SAO MANOEL DO PARANA,259,MUNICIPIO DE SAO MANOEL  [I0799]
81478133000170,MUNICIPIO DE PEROLA,129,MUNICIPIO DE PEROLA [I0800]
82892282000143,MUNICIPIO DE FLORIANOPOLIS,16,MUNICIPIO DE FLORIANOPOL [I0801]
84723030000116,MUNICIPIO DE PRIMAVERA DE RONDONIA,72,MUNICIPIO DE PRIMAVERA D [I0802]
84744853000128,FUNDO MUNICIPAL DE SAUDE DE CANDEIAS DO JAMARI,362,FUNDO MUNICIPAL DE SAUDE [I0803]
84745389000194,MUNICIPIO DE SAO FELIPE D`OESTE,20,MUNICIPIO DE SAO FELIPE  [I0804]
87455531000157,MUNICIPIO DE PELOTAS,19,MUNICIPIO DE PELOTAS [I0805]
87568911000106,MUNICIPIO DE CANDELARIA,41,MUNICIPIO DE CANDELARIA [I0806]
87612537000190,MUNICIPIO DE PASSO FUNDO,353,MUNICIPIO DE PASSO FUNDO [I0807]
87838330000139,MUNICIPIO DE FELIZ,2,MUNICIPIO DE FELIZ [I0808]
87843819000107,MUNICIPIO DE FLORES DA CUNHA,1605,MUNICIPIO DE FLORES DA C [I0809]
87849923000109,MUNICIPIO DE BENTO GONCALVES,125,MUNICIPIO DE BENTO GONCA [I0810]
87890992000158,MUNICIPIO DE GRAVATAI,120,MUNICIPIO DE GRAVATAI [I0811]
87958625000149,SECRETARIA DA SAUDE,586,SECRETARIA DA SAUDE [I0812]
87990800000185,MUNICIPIO DE CACHOEIRINHA,773,MUNICIPIO DE CACHOEIRINH [I0813]
88000906000157,MUNICIPIO DE ALVORADA,584,MUNICIPIO DE ALVORADA [I0814]
88000914000101,MUNICIPIO DE VIAMAO,176,MUNICIPIO DE VIAMAO [I0815]
88080379000138,MUNICIPIO DE HERVAL,195,MUNICIPIO DE HERVAL [I0816]
88141460000180,MUNICIPIO DE SANTANA DA BOA VISTA,4,MUNICIPIO DE SANTANA DA  [I0817]
88150495000186,MUNICIPIO DE ESTEIO,1504,MUNICIPIO DE ESTEIO [I0818]
88185020000125,MUNICIPIO DE SAPUCAIA DO SUL,46,MUNICIPIO DE SAPUCAIA DO [I0819]
88254875000160,MUNICIPIO DE NOVO HAMBURGO,307,MUNICIPIO DE NOVO HAMBUR [I0820]
88379763000136,MUNICIPIO DE IGREJINHA,10,MUNICIPIO DE IGREJINHA [I0821]
88414552000197,MUNICIPIO DE JAGUARAO,74,MUNICIPIO DE JAGUARAO [I0822]
88488366000100,MUNICIPIO DE SANTA MARIA,180,MUNICIPIO DE SANTA MARIA [I0823]
88566872000162,MUNICIPIO DO RIO GRANDE,614,MUNICIPIO DO RIO GRANDE [I0824]
88577416000118,MUNICIPIO DE CANOAS,19,MUNICIPIO DE CANOAS [I0825]
88661400000199,MUNICIPIO DE TEUTONIA,266,MUNICIPIO DE TEUTONIA [I0826]
88696810000175,MUNICIPIO DE CAMAQUA,423,MUNICIPIO DE CAMAQUA [I0827]
88743604000179,MUNICIPIO DE CHARQUEADAS,8,MUNICIPIO DE CHARQUEADAS [I0828]
88814181000130,MUNICIPIO DE OSORIO,148,MUNICIPIO DE OSORIO [I0829]
88814199000132,MUNICIPIO DE SANTO ANTONIO DA PATRULHA,171,MUNICIPIO DE SANTO ANTON [I0830]
88830609000139,MUNICIPIO DE CAXIAS DO SUL,1669,MUNICIPIO DE CAXIAS DO S [I0831]
89848949000150,MUNICIPIO DE FARROUPILHA,120,MUNICIPIO DE FARROUPILHA [I0832]
90256652000184,MUNICIPIO DE IMBE,561,MUNICIPIO DE IMBE [I0833]
91566869000153,MUNICIPIO DE VILA FLORES,20,MUNICIPIO DE VILA FLORES [I0834]
91987669000174,MUNICIPIO DE MONTE BELO DO SUL,146,MUNICIPIO DE MONTE BELO  [I0835]
91995365000159,MUNICIPIO DE NOVA HARTZ,705,MUNICIPIO DE NOVA HARTZ [I0836]
92324706000127,MUNICIPIO DE ELDORADO DO SUL,877,MUNICIPIO DE ELDORADO DO [I0837]
92324748000168,MUNICIPIO DE CERRO GRANDE DO SUL,8,MUNICIPIO DE CERRO GRAND [I0838]
92455393000146,MUNICIPIO DE NOVA ESPERANCA DO SUL,16,MUNICIPIO DE NOVA ESPERA [I0839]
92963560000160,MUNICIPIO DE PORTO ALEGRE,1009,MUNICIPIO DE PORTO ALEGR [I0840]
95422846000126,MUNICIPIO DE ITAPERUCU,135,MUNICIPIO DE ITAPERUCU [I0841]
95422986000102,MUNICIPIO DE FAZENDA RIO GRANDE,1195,MUNICIPIO DE FAZENDA RIO [I0842]
95423000000100,MUNICIPIO DE PINHAIS,267,MUNICIPIO DE PINHAIS [I0843]
95440517000108,MUNICIPIO DE SANTA CRUZ DO SUL,108,MUNICIPIO DE SANTA CRUZ  [I0844]
95583571000102,MUNICIPIO DE MARIPA,757,MUNICIPIO DE MARIPA [I0845]
95587473000143,FUNDO MUNICIPAL DE SAUDE DE LARANJEIRAS DO SUL,32,FUNDO MUNICIPAL DE SAUDE [I0846]
95594776000193,MUNICIPIO DE SANTA LUCIA,189,MUNICIPIO DE SANTA LUCIA [I0847]
95684478000194,MUNICIPIO DE CANDOI,491,MUNICIPIO DE CANDOI [I0848]
95719373000123,MUNICIPIO DE MERCEDES,1315,MUNICIPIO DE MERCEDES [I0849]
95719381000170,MUNICIPIO DE QUATRO PONTES,765,MUNICIPIO DE QUATRO PONT [I0850]
95719472000105,MUNICIPIO DE PATO BRAGADO,733,MUNICIPIO DE PATO BRAGAD [I0851]
95725438000143,FUNDO MUNICIPAL DE SAUDE DE GUAIRA,1221,FUNDO MUNICIPAL DE SAUDE [I0852]
97553416000179,FUNDO MUNICIPAL DE SAUDE DE AMARGOSA,20,FUNDO MUNICIPAL DE SAUDE [I0853]
97761407000173,MUNICIPIO DE TAQUARA,147,MUNICIPIO DE TAQUARA [I0854]

